token,pool_id,fee,tick_spacing,hooked,ts_sig,fire_cohort,init_block,deployment_rank,n_competing,seed_status,seed_salt,n_swaps,n_mods,n_known_infra_swaps,known_infra_flow,outcome_t3,n_router_swaps_t3,router_like_flow_t3,outcome_t5,n_router_swaps_t5,router_like_flow_t5,outcome_t10,n_router_swaps_t10,router_like_flow_t10,n_known,known_flow,n_unknown_prev_t3,unknown_prev_flow_t3,n_router_like_t3,n_unknown_prev_t5,unknown_prev_flow_t5,n_router_like_t5,n_unknown_prev_t10,unknown_prev_flow_t10,n_router_like_t10,n_other,own_harvest_after_known,own_scale_after_known,foreign_poke_after_known
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0x9483d90efdc503393a16023add996c67e459c639c2a11e38d34ba601f7ed0d86,620000,12400,False,False,False,8795328,13,22,SEEDED,73547,1,2,0,False,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,0,False,1,True,1,1,True,1,1,True,1,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0x296698f499813209ce9e9a825d188503f8674a74b998139e4975681824eeabfb,560000,11200,False,False,False,8797963,14,22,SEEDED,73593,2,2,0,False,ROUTER_LIKE_REPEAT,2,True,ROUTER_LIKE_REPEAT,2,True,ROUTER_LIKE_REPEAT,2,True,0,False,2,True,2,2,True,2,2,True,2,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0xaf09a327fe0d85c5d853ac50ece744229ba18e54c241daf7ddb46175b79d62e7,650000,13000,False,False,False,8800437,15,22,SEEDED,73614,1,2,0,False,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,0,False,1,True,1,1,True,1,1,True,1,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0x145b56b64b8f67e79ae5c6c13754b9c55d50f052277b6059ada5ab697e05edb1,850000,17000,False,False,False,8861737,16,22,SEEDED,75500,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0xafdc3b32d4af55f8f12edc41b970d2aea613614391dc8a80752983f9e291cb3b,250000,5000,False,False,False,8862812,17,22,SEEDED,75520,72,7,39,True,FLOW_AND_HARVESTED,72,True,FLOW_AND_HARVESTED,68,True,FLOW_AND_HARVESTED,64,True,39,True,33,True,72,29,True,68,25,True,64,4,3,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0x0788e3c56f9b1f55909027b9787384c3834c7860ff399d7c9f408b8c5039a1cb,250000,5000,False,False,False,8863740,18,22,SEEDED,75569,85,16,47,True,FLOW_AND_HARVESTED,84,True,FLOW_AND_HARVESTED,84,True,FLOW_AND_HARVESTED,84,True,47,True,37,True,84,37,True,84,37,True,84,1,3,0,5
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0xc35cbfeacf74863bae09153c307cbf25dc1a622fcb658e06e12066cb5637a2fc,883690,200,False,False,False,8953445,19,22,SEEDED,76991,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0xb18ba03d8d26492757085c0e5627ec876f05d317d3146761e527e1ff5ca09a51,886540,200,False,False,False,9004155,20,22,SEEDED,78630,1,2,0,False,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,0,False,1,True,1,1,True,1,1,True,1,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0x4fe17a8a48d947f1621fd463a7af70194128be257f7f8e22bfe7755a412d22c9,920000,18400,False,False,False,9638453,21,22,SEEDED,93561,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,0xb1b1763068e9bf91c3c2eb5fde6527a5f11952720d6e77e57c0c8c2f6b2013cc,830000,16600,False,False,False,14194060,22,22,SEEDED,208173,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x43c755eca103dd07e7de074d824f73b561d89b03,0x837566e9480d7fda5a18e134e26e91ea2627bc302be76f53cbd32f78c65ca5d5,870000,10000,False,False,False,8777213,1,2,SEEDED,73204,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x43c755eca103dd07e7de074d824f73b561d89b03,0x53e8cf179262b1c372a7cbeddfec7b19946cc1f5ae86ea3639253d091fb6e464,873690,200,False,False,False,8777478,2,2,SEEDED,73207,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x688cdaf762b81b8f3a5816e483944a3b98103d46fd75402e28553833f1184a17,920000,18400,False,False,False,8815829,1,23,SEEDED,73993,34,84,20,True,FLOW_AND_HARVESTED,34,True,FLOW_AND_HARVESTED,33,True,FLOW_AND_HARVESTED,32,True,20,True,14,True,34,13,True,33,12,True,32,1,3,0,37
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x3b2c07184c9e1a2a29b64443e9d6c6546eab356357ea9bba84e703e4223c02e9,500000,10000,False,False,True,8894209,2,23,SEEDED,76149,230,322,113,True,FLOW_AND_HARVESTED,225,True,FLOW_AND_HARVESTED,224,True,FLOW_AND_HARVESTED,224,True,113,True,112,True,225,111,True,224,111,True,224,6,40,4,164
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xb795106ee99fb52abc67096e06e09cb10a144d228799138fae201131385ec0e3,750000,15000,False,False,False,8895310,3,23,SEEDED,76161,10,7,4,True,FLOW_AND_HARVESTED,10,True,FLOW_AND_HARVESTED,10,True,FLOW_AND_HARVESTED,10,True,4,True,6,True,10,6,True,10,6,True,10,0,5,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xf188da29670b750b2036de3635dfd5569a0c294a14c29edf97cb469a2461d3c8,880000,17600,False,False,False,8913156,4,23,SEEDED,76422,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xb6c91009a23ca163cac717947a8a31ed47d45601083dce22db1d66f054e97fca,660000,13200,False,False,False,8913904,5,23,SEEDED,76431,37,57,16,True,FLOW_AND_HARVESTED,37,True,FLOW_AND_HARVESTED,37,True,FLOW_AND_HARVESTED,37,True,16,True,21,True,37,21,True,37,21,True,37,0,10,0,30
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xa552001fbd52e22021215b23cd42a1844a203c39c7c7c9e7b0b66f6493e13a25,720000,14400,False,False,False,8919668,6,23,SEEDED,76525,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x769530fd2c015f14de6203d17d812d332afecf044621d4cf535ac854c7aa155f,650000,13000,False,False,False,8922402,7,23,SEEDED,76555,21,20,11,True,POOL_POKED_AFTER_FLOW,21,True,POOL_POKED_AFTER_FLOW,21,True,POOL_POKED_AFTER_FLOW,21,True,11,True,10,True,21,10,True,21,10,True,21,0,0,0,13
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x5e426aba8b5d2cb756d2953e3c4b831acfadfe2fa08e9acc5adebc5e86f73013,670000,13400,False,False,False,8937566,8,23,SEEDED,76758,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xd70630d167982260f21efd1773cf6096cefe8963693c6e8ac11fd99fa324980c,800000,16000,False,False,False,8948077,9,23,SEEDED,76923,4,6,3,True,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,3,True,1,True,4,1,True,4,1,True,4,0,4,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xf452e7e33d0e8e7a1df30c9582d2a354dd0ac4fe517a578a94bddd7f94f51bf7,910000,18200,False,False,False,8952238,10,23,SEEDED,76970,5,11,2,True,FLOW_AND_HARVESTED,5,True,FLOW_AND_HARVESTED,5,True,FLOW_AND_HARVESTED,5,True,2,True,3,True,5,3,True,5,3,True,5,0,0,0,4
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x86370c5a63784524cd728f3b7d3e888beca8dba3c1e20438be5a59343eecaa62,730000,14600,False,False,False,8958116,11,23,SEEDED,77054,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xf48bf499d8f2a5c5759e6f012a59f38884bb5d264d553d576d617e60cb5bbff1,641000,12820,False,False,False,9149230,12,23,SEEDED,82943,46,31,17,True,FLOW_AND_HARVESTED,46,True,FLOW_AND_HARVESTED,46,True,FLOW_AND_HARVESTED,46,True,17,True,29,True,46,29,True,46,29,True,46,0,27,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x17cb1c4fcef2a73c39898a966c703addef7555296fa73bcff3bf456e0d28f8f2,795000,15900,False,False,False,9150565,13,23,SEEDED,82973,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x03786e7147001c24b3a7f2ece31bfc4d73214d034efcdb4c98e334f5d24e1088,781000,15620,False,False,False,9276912,14,23,SEEDED,85618,13,13,7,True,FLOW_AND_HARVESTED,13,True,FLOW_AND_HARVESTED,13,True,FLOW_AND_HARVESTED,13,True,7,True,6,True,13,6,True,13,6,True,13,0,9,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x0509b14e703d992de79e2e45ebf6aeec2dce13232474d1e29357c5a4d690c8a0,400000,8000,False,False,True,9734557,15,23,SEEDED,97942,100,26,29,True,FLOW_AND_HARVESTED,100,True,FLOW_AND_HARVESTED,100,True,FLOW_AND_HARVESTED,99,True,29,True,71,True,100,71,True,100,70,True,99,0,10,3,7
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x6368043639a73d077c9880dde46786abc5d24becc984a899752da19efb262584,400000,8000,False,False,True,9853211,16,23,SEEDED,102140,59,38,15,True,FLOW_AND_HARVESTED,58,True,FLOW_AND_HARVESTED,58,True,FLOW_AND_HARVESTED,57,True,15,True,43,True,58,43,True,58,42,True,57,1,4,3,19
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x4306a8fc600af68d969d639c7886c6061fb9a803d33cf656874b8770aad8cab8,490000,9800,False,False,True,10164537,17,23,SEEDED,108652,94,134,34,True,FLOW_AND_HARVESTED,94,True,FLOW_AND_HARVESTED,94,True,FLOW_AND_HARVESTED,93,True,34,True,60,True,94,60,True,94,59,True,93,0,18,1,74
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x9d0f5e97d91b7f7cc5b7c96e068cf827f5c6cb7443b2146f0964cfc8b92c10d9,450000,9000,False,False,True,11629470,18,23,SEEDED,149447,59,62,15,True,FLOW_AND_HARVESTED,59,True,FLOW_AND_HARVESTED,59,True,FLOW_AND_HARVESTED,59,True,15,True,44,True,59,44,True,59,44,True,59,0,3,2,30
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x85ed43cc7a562b59f9c43a3b579a2a0212ae1155938c76bb785c7eab2ea4b456,690000,13800,False,False,False,13077805,19,23,SEEDED,181109,1,3,0,False,FLOW_AND_HARVESTED,1,True,FLOW_AND_HARVESTED,1,True,FLOW_AND_HARVESTED,1,True,0,False,1,True,1,1,True,1,1,True,1,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x964bf863953efc4e388779fff73e7664fb6491536dad390f7108d0916648155d,350000,7000,False,False,False,13279572,20,23,SEEDED,184417,4,2,2,True,ROUTER_LIKE_REPEAT,4,True,ROUTER_LIKE_REPEAT,4,True,ROUTER_LIKE_REPEAT,4,True,2,True,2,True,4,2,True,4,2,True,4,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0xb2f8ef3d1a863e65d241e5fd451391ccba741842dc4c521b936e2ce75711862b,899900,17998,False,False,False,20251018,21,23,SEEDED,367186,10,1,1,True,ROUTER_LIKE_REPEAT,10,True,ROUTER_LIKE_REPEAT,10,True,ROUTER_LIKE_REPEAT,10,True,1,True,9,True,10,9,True,10,9,True,10,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x6156e174f15cb8aed2ceff841a5b21a049f700654e99ce444d641f1b3fad90c8,970020,200,False,False,False,27664093,22,23,SEEDED,463285,3,2,0,False,ROUTER_LIKE_REPEAT,3,True,ROUTER_LIKE_REPEAT,3,True,ROUTER_LIKE_REPEAT,3,True,0,False,3,True,3,3,True,3,3,True,3,0,0,0,0
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,0x2333fb38db0843dd18d323b7c5bfc16381ffd723a3d14da9b8e85a0e1975f336,410000,4100,False,True,True,29335816,23,23,SEEDED,513622,6,6,0,False,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,0,False,6,True,6,6,True,6,6,True,6,0,0,0,0
0x698400238c6a1448d050cdebd4a830a8772d1f89,0xc0bbf2c39ff20c0cc46a3f6bd2c2c7b1d56b32f95a7ec03d0832467746effb38,886540,200,False,False,False,8989923,1,5,SEEDED,78100,3,4,0,False,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,0,False,3,True,3,3,True,3,3,True,3,0,0,0,0
0x698400238c6a1448d050cdebd4a830a8772d1f89,0xdfd23ea3286bcb3b794a378356fd09c7ccab1c4cc684a64e9474fd0fb4e44331,920000,18400,False,False,False,8993115,2,5,SEEDED,78227,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x698400238c6a1448d050cdebd4a830a8772d1f89,0xe580625fa06fb567d4ebaf7ae3c46812555d929186a6b38ff6e33ec8f2afea8e,350000,7000,False,False,False,8996322,3,5,SEEDED,78359,57,4,20,True,FLOW_AND_HARVESTED,55,True,FLOW_AND_HARVESTED,55,True,FLOW_AND_HARVESTED,54,True,20,True,35,True,55,35,True,55,34,True,54,2,2,0,0
0x698400238c6a1448d050cdebd4a830a8772d1f89,0x60a2cd44bf1f519ccfcead47f6005cbb37c8b3f238b18d613f17baff1b57cdb1,850000,17000,False,False,False,8996720,4,5,SEEDED,78369,3,3,1,True,ROUTER_LIKE_REPEAT,3,True,ROUTER_LIKE_REPEAT,3,True,ROUTER_LIKE_REPEAT,3,True,1,True,2,True,3,2,True,3,2,True,3,0,0,0,0
0x698400238c6a1448d050cdebd4a830a8772d1f89,0x180874f1a1a345dc9bc53d33ddcdd4d413ea01d415bac892bb270ba07a9afed9,990001,19800,False,False,False,9105179,5,5,SEEDED,81618,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x69b4961ccb0cd1f62d6c4b68204c563a16097fcd,0xa46db309610276dc7a061bd6aa708702ee4bd95109f74578a4bb7e8c2d349cc7,999993,1,False,False,False,8996228,1,1,SEEDED,78356,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x9ada88807022a6052fa3d301236af7bf120516d1534d4ab6bc3b6f97bb9b6f59,870000,10000,False,False,False,9107642,1,6,SEEDED,81705,4,4,0,False,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,0,False,4,True,4,4,True,4,4,True,4,0,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x67584a1dbda280da361c1680a40fbb426933445dbfb9c1b07b5ec0fd4fddf3e2,886540,200,False,False,False,9107809,2,6,SEEDED,81707,6,4,0,False,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,0,False,6,True,6,6,True,6,6,True,6,0,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x59775f5e6d6a79790ea52294872b9f70e14e18c395ce0b209f289ebc6edccd7f,999993,1,False,False,False,9108503,3,6,SEEDED,81742,3,2,0,False,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,0,False,3,True,3,3,True,3,3,True,3,0,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x78200afae8cbb7859211871182c2a09d0e2461845ae87e6935ba8ef5c089f95c,990011,19800,False,False,False,9309825,4,6,SEEDED,86008,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x7f43578670b1cde40d8f28ea23f1199540af035d9c92b86a07749bb6ee82c4bf,850000,17000,False,False,False,9380023,5,6,SEEDED,87192,2,1,0,False,ROUTER_LIKE_REPEAT,2,True,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,0,False,2,True,2,1,True,1,1,True,1,1,0,0,0
0x719e412a6c7ee34b2bb5e7f274cbc9ce418c85b7,0x4b89ee37682767e40aa764e7adb3d2ef24243094e247380226dc0867638e7dce,890000,17800,False,False,False,11767484,6,6,SEEDED,152729,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0xc93cb7180684b3e153fe6d5c3ebabb78c26eef508ae1cae7d70dcd1812501a6c,886540,200,False,False,False,9123642,1,6,SEEDED,82199,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0xd48a584da36d332c10a4480bacf7409d95865f728bea5b976e69eb0195ad6572,920000,18400,False,False,False,9124266,2,6,SEEDED,82220,0,4,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0xfd9b9942a85cc346d467734b52077bdd9e822a350506e7527c5312e5a217bbcd,990001,19800,False,False,False,9125371,3,6,SEEDED,82263,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0xeeaf8f360caa6bf3508c60df5b3b6cb2c58be6f8d7c1302284547066e4ae76a8,850000,17000,False,False,True,9125615,4,6,SEEDED,82271,6,45,6,True,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,FLOW_AND_HARVESTED,6,True,6,True,0,False,6,0,False,6,0,False,6,0,2,0,11
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0xf744a7cbb77343ec685e0b090b0486601f8225188f8719a7523ac38670806bfd,821100,16422,False,False,False,9136851,5,6,SEEDED,82660,1,3,0,False,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,ROUTER_LIKE_ONE_OFF,1,True,0,False,1,True,1,1,True,1,1,True,1,0,0,0,0
0x69725d5f3c4cefe1e02f14b8007ded358dc764cc,0x540a6cf7af30c751329b01097bf3ccc9d02c0396b35533702be8981ccfab99e3,660600,13212,False,False,False,9150993,6,6,SEEDED,82985,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x324ed0f9f83dd4b774dc98ac9bf67d9fc000059e,0x7f15684d0dc9578d2439d3e3b591f833bbb2a8f84ed36b3714542bf3a8fee347,999900,19998,False,False,False,9136816,1,5,SEEDED,82659,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x324ed0f9f83dd4b774dc98ac9bf67d9fc000059e,0x705cee097d901a14b50f4db5c114ffdb77143f258c1887a3ded2368ff15e5b4d,920000,18400,False,False,False,9138629,2,5,SEEDED,82702,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x324ed0f9f83dd4b774dc98ac9bf67d9fc000059e,0x74e9471e222a88012ee2c236150370fd071a5d08e260556b969f9464ea89f223,870000,10000,False,False,False,9144486,3,5,SEEDED,82839,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x324ed0f9f83dd4b774dc98ac9bf67d9fc000059e,0x5720f1fb12ad7a0d946f9f50555a9843662a085287213753ffacb6cc6e1f7231,886540,200,False,False,False,9144634,4,5,SEEDED,82847,0,3,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x324ed0f9f83dd4b774dc98ac9bf67d9fc000059e,0x6acc4808ecaece27f28649d765d0d05202723596c2955b88345790e9772fd792,990002,19800,False,False,False,9147935,5,5,SEEDED,82918,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xcf4b43c29087f4df100cbf2921b920840a84a1baf35871c26026d873187ab3af,920000,18400,False,False,False,9140982,1,11,SEEDED,82772,3,5,1,True,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,FLOW_AND_HARVESTED,3,True,1,True,2,True,3,2,True,3,2,True,3,0,1,0,1
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0x40066ba6622e02e0a08e01435fc91653764671944c7d2bd56a3f43e6f6a28519,990002,19800,False,False,False,9141419,2,11,SEEDED,82779,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0x7e1af9aee3bb15a7a34735b030abc291be1c7b142e15ba4254cb21a7d4e75181,850000,17000,False,False,True,9142065,3,11,SEEDED,82790,16,69,5,True,FLOW_AND_HARVESTED,16,True,FLOW_AND_HARVESTED,16,True,FLOW_AND_HARVESTED,16,True,5,True,11,True,16,11,True,16,11,True,16,0,6,3,27
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0x0ac7434178505ab40b8bc437208883743110e8be4b2265515a45e68ec4270e66,886540,200,False,False,False,9142855,4,11,SEEDED,82804,4,11,2,True,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,FLOW_AND_HARVESTED,4,True,2,True,2,True,4,2,True,4,2,True,4,0,1,0,4
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xa3a1960f1f7d84c481260bb69788fa1ca9e1242628b3cebeea3582bf863adc09,701100,14022,False,False,False,9154375,5,11,SEEDED,83042,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xd4a53e214a504b6999231e8a57d08bbe1e5a707f2a0a0ac49d1c601c9e1f845a,800000,16000,False,False,False,9162260,6,11,SEEDED,83190,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xb57e5f2ae80feab0b1690eee2db926f454b3999c1ad0ce68ac309e913f492ea6,500000,10000,False,False,True,9166861,7,11,SEEDED,83276,37,139,16,True,FLOW_AND_HARVESTED,37,True,FLOW_AND_HARVESTED,37,True,FLOW_AND_HARVESTED,37,True,16,True,21,True,37,21,True,37,21,True,37,0,14,1,62
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xa6937460823e7b2a88d7e68b424fcdcec4a1a4205633994492512a3c75a4dfa9,660000,13200,False,False,False,9195352,8,11,SEEDED,83729,7,7,3,True,FLOW_AND_HARVESTED,7,True,FLOW_AND_HARVESTED,7,True,FLOW_AND_HARVESTED,7,True,3,True,4,True,7,4,True,7,4,True,7,0,5,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0x8e2a730b037940549cb402425bdb2d526f27da6b96ad9d30379aea36e3065bf8,400000,8000,False,False,False,9198700,9,11,SEEDED,83781,2,4,1,True,FLOW_AND_HARVESTED,2,True,FLOW_AND_HARVESTED,2,True,FLOW_AND_HARVESTED,2,True,1,True,1,True,2,1,True,2,1,True,2,0,1,1,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xbf62a9391829aecce32ca7ae10c1354753d2a14c78577174ea95cdbd5750d478,590000,11800,False,False,False,9289303,10,11,SEEDED,85734,2,4,0,False,FLOW_AND_HARVESTED,2,True,FLOW_AND_HARVESTED,2,True,FLOW_AND_HARVESTED,2,True,0,False,2,True,2,2,True,2,2,True,2,0,0,0,0
0x659d333e7afca625518ce81b471f6bb1667e7ba3,0xed9b3c6fe74a37828323297c9ccf947a0295f45a7564599379859d381c4084fa,350000,7000,False,False,False,13612896,11,11,SEEDED,191903,0,2,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
0x777f4248dfd889ef018a220214af3bf61010d00b,0x0103f27ca5c1bdd97c11d4b94c7f6359714d1abafbb138abb1fbb949705adcb2,880800,17616,False,False,False,9154452,1,1,SEEDED,83043,0,1,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,ZERO_SWAP,0,False,0,False,0,False,0,0,False,0,0,False,0,0,0,0,0
