token,n_extreme_pools,first_extreme_block,last_extreme_block,span_blocks,min_fee,max_fee,distinct_fees,fire_cohort_pools
0xa1ec2d445d3649d0a82245dc7aa63ca843ace55c,3,26228383,26468154,239771,250000,900000,3,0
0x8f3e89b41766f11ea8e1f7da353d6bbb92b43956,3,26231032,26250309,19277,830000,950060,3,0
0x2605ea9df6a41871caffc23fa4e7872e1d57fef5,3,26238015,26238079,64,930346,998831,3,0
0xf3f0778359c6d52cc138d562771cd2b218f4e843,3,26241516,26241536,20,930346,999332,3,0
0x998a0af70c041d121b88c3bd4330f241f0346c7a,3,26242776,26242799,23,930346,999417,3,0
0x6900522966837c78101a212b75f21ff7fa9a602d,3,26245079,26245229,150,930346,998834,3,0
0x550070e1c07db396d19f9d5f7701f7fb99af21e6,3,26246294,26250508,4214,900000,999326,3,0
0x17bc833a021e31898e715dcace4e0aaf606122e0,3,26247428,26247575,147,930346,999418,3,0
0x0fa2433d2d7b8558fd3f5aed7f4051c5d096975c,3,26248651,26248834,183,930346,998445,3,0
0xd075ddbf606ead7f8233a7ccc0cebc013531a850,3,26252069,26252290,221,930346,999411,3,0
0x376552095649489e9cda6c3ba18aca003de372e3,3,26254437,26254493,56,930346,999065,3,0
0x1cbaf3c0b916d91c9af688f7de3a97d23b376aee,3,26255698,26255888,190,930346,998446,3,0
0x6904fe192ab9921d8b2cb12da6b9d42a54ab4c5e,3,26260326,26260390,64,930346,999413,3,0
0x5b4f15aa04c8944b4f8bfe93e8a113457b7eef9b,3,26266148,26266184,36,930346,999223,3,0
0x6c69aa2119b34cde2883051033e007a28bdca2e5,3,26266184,26266242,58,930346,999334,3,0
0x6219a102b8616281c5072d9cfd1d2ec3aca4ae43,3,26266211,26266323,112,930346,999223,3,0
0xb42268903e74fd41dcc7b713697dc006313babf2,3,26268569,26268659,90,930346,999068,3,0
0x2806053b9c254a72b9f6f75d19fcd62ab674ce18,3,26269843,26269919,76,930346,999049,3,0
0xb2488d4fab1d6a0e286630dbb0e30681240a97fa,3,26273527,26273586,59,930346,999068,3,0
0x01490c6d27db3a191707a55ac049332d0f1312b2,3,26273527,26273696,169,930346,998834,3,0
0xe10c537ace2233b657d86aff3a411e561652e58c,3,26278171,26278273,102,930346,999223,3,0
0xbfe494fe5671c5a84bea391052c5e9e7a654c1cf,3,26280651,26280779,128,930346,999054,3,0
0xa3592a8ec3bf1c7199ca5786cae9b266037e28da,3,26281841,26282028,187,930346,998446,3,0
0x0898be52e7337b423548c09c891bde243646e5e0,3,26283234,26283287,53,930346,999223,3,0
0x65262f5bf36118d83f8b5a18e749f02238ca12ec,3,26283234,26283435,201,930346,999223,3,0
0xeffe51d7fc15adda9dd94710ad6d65dca4bb39e0,3,26284641,26284726,85,930346,998442,3,0
0xa5c4e69f3d9f1f7a3d36a67b3821b7df07b0c2b3,3,26285931,26286031,100,930346,998835,3,0
0x003f0ed118f69c7080dbe8fc516592dae5efe9f2,3,26287310,26287337,27,930346,999223,3,0
0x090d8701da0915b21711d7e5cd41b2b56f1bfe1a,3,26287310,26287445,135,930346,998446,3,0
0x07f8f2fcda99197bdb3839d942838316d30d80bb,3,26291057,26291296,239,930346,998834,3,0
0xd7d9cf4ca080adee5546df5f7a8181847a8dbef9,3,26291057,26291130,73,930346,999068,3,0
0xa22644a1265f7f7a0e22bd7026d86cbc5aa828f9,3,26293293,26293361,68,930346,999211,3,0
0x46fe79f5cfb79614066d3dd242610e091319539a,3,26294617,26294784,167,930346,999334,3,0
0x3ceda663d1cafc8a8ce4ef186968e36aa58bb5c9,3,26295904,26296070,166,930346,999333,3,0
0xc1a380094a4410f113135430c6ba8b62c6f03612,3,26296053,26296075,22,930346,999417,3,0
0x692cbeb40a7c0c4295cf54b44cb65842ef2b78a8,3,26299427,26299652,225,930346,999070,3,0
0x7addafffb9c79b13404e53d6b87c63be88c178a5,3,26300615,26300758,143,930346,999324,3,0
0x35afa3f3bbd3d5e8161128e0cce429327d4f7809,3,26303949,26311740,7791,870000,950060,3,0
0x280f46eb93d3df8b0bca1ef2b8d62e5eb2308ad5,3,26309716,26309773,57,930346,999416,3,0
0x9027f4636fe9f07488ad45bfb355679e5245ebdb,3,26311021,26311151,130,930346,998823,3,0
0x19c28e9a3d2ced413226d4639b79732aa2eb7b70,3,26314335,26314503,168,930346,998543,3,0
0x50b516f0cfc0cfa1570092274ad652bed8c3edaa,3,26316483,26316675,192,930346,998833,3,0
0x1f8712a7f55b50e2cc398d08e3e420610c487bf9,3,26318977,26319157,180,930346,998835,3,0
0x88c98d60e273da24a943fd50ed14210878e258ab,3,26323418,26323440,22,930346,999214,3,0
0xc691999be0719743d843ec56b0aef9b4255e0b6d,3,26323418,26323496,78,930346,998446,3,0
0x841d7d974ffa846e247e88511435baf876c472db,3,26325657,26325683,26,930346,999335,3,0
0xdc260adabd43545bf3fd5bf23a29c79f4953809b,3,26327739,26327885,146,930346,999223,3,0
0xec2b737001787954c83cc0cc7f118454905b48f9,3,26328988,26329129,141,930346,999417,3,0
0x35a61406d07390040673acfc057eb9b66e82d586,3,26330283,26330338,55,930346,998421,3,0
0x04eddc4ac0af0d9e524333732d523dee0dd02dc8,3,26330283,26330487,204,930346,999410,3,0
0x8ea9a91c576299220e12c06e1286465f37b65661,3,26331534,26331747,213,930346,999334,3,0
0x1b7e23054979b3a6099ee5c056d8cff84521d3d6,3,26331534,26331655,121,930346,999052,3,0
0xe48e19da3e4ad837176066876f4e336ce5166a97,3,26332743,26332793,50,930346,999223,3,0
0xaffafdf3b3abf84afbeee51fec68e5b9040eb572,3,26333914,26334020,106,930346,999335,3,0
0x186039884da45e95283a1e28b08cf11b56de85d0,3,26335081,26335276,195,930346,999220,3,0
0xcf0484a6edfbc5c921aa19738c36a09f4d421dcb,3,26336328,26336443,115,930346,999417,3,0
0x872e6615b46dc7367f9ca77bbcd3ac956a91db3b,3,26337561,26337740,179,930346,999334,3,0
0x3336b254e6d8871e31f6733332e72765bd0dcaa1,3,26338863,26341007,2144,800000,990002,3,0
0xd26b746ab68c7519a0c6d10dc637e0d448202d7f,3,26338975,26339001,26,930346,999334,3,0
0xe81f4cc074e1bad3eca72c9497c8fd1bb919f17c,3,26338975,26339109,134,930346,999334,3,0
0xea65f575ef3dba04107d3c62b387af0715d61ef3,3,26341414,26341477,63,930346,998839,3,0
0x370ab9bd61b7caed3cf6e8efee819a60ec4d6a6c,3,26341414,26341641,227,930346,998483,3,0
0x0076324ab0321d835658f73eb8481013bb81341b,3,26343787,26343866,79,930346,999416,3,0
0xf72777778b09c88a40f5247d891be8de0b7e66a8,3,26345179,26345232,53,930346,998834,3,0
0x3b03a29acf8657d8300bd52966ac8f3bb87c7a9d,3,26345179,26345339,160,930346,998847,3,0
0x22fd52c91b61610ec1f7740e2726b1dec08eba41,3,26346551,26346571,20,930346,999334,3,0
0x0d08d1db1edb251b5eff3b7d966b2f5c7b939d28,3,26346567,26346665,98,930346,998979,3,0
0xb4f162dd0ddafe71fe5e71c6ff0696a885bc1923,3,26348085,26348129,44,930346,999334,3,0
0x9da213e2e31ed445257dfb9f51e61b07ac143535,3,26349412,26349581,169,930346,999066,3,0
0x07210bcaa10ee693d9607dc74fd5e1313c664f41,3,26349762,26367524,17762,800000,999000,3,0
0xc6fd9ff6eb94c8089a538b77fb76d6d02576fa78,3,26353150,26353196,46,930346,998444,3,0
0x622129eebe9e1ce429116f9f8abc1ea59264c4b0,3,26353196,26353300,104,930346,999221,3,0
0x32916412648ea71dd550253ae46252ffef903ba2,3,26354620,26354695,75,930346,999334,3,0
0x6800e2708f18d5f6f888992301fe7071542849ae,3,26354620,26354913,293,930346,999066,3,0
0x4f98a009a4e99fd6ab9d5508c682c8f33f254486,3,26354650,26354845,195,930346,999065,3,0
0x0836d803fc9ef89c01fe22614a5d8ad293b19f8d,3,26355965,26356045,80,930346,999326,3,0
0xb9ac01a9a9959ae60d43d15711af81941d47d7e0,3,26358373,26358608,235,930346,999223,3,0
0x788c62952fae816c37dd9c1e900dce6cd77ddc42,3,26359698,26359865,167,930346,999415,3,0
0xf8ed0f38e8854c75a212f727b751357b65548912,3,26363052,26363192,140,930346,999070,3,0
0x447b94446bef49f1aa8009bca5b880c6fc091387,3,26367623,26367745,122,930346,999417,3,0
0xa172b0af7165f7227bbf5b90e96de342fc9da902,3,26368871,26368978,107,930346,999223,3,0
0xcac1cdc018092df22a347064f2bbad6a73643422,3,26371108,26371302,194,930346,999417,3,0
0x9090b7d9f76f29e416e9be0fa99136eb122b39c1,3,26372342,26372536,194,930346,999223,3,0
0xdb29a86292abb0fb15dffe25dd057e10937ff578,3,26372388,26611788,239400,930346,965000,3,0
0xf3804d34ec46a3de96c7c7a7a10161c7e97cc3a8,3,26373541,26373607,66,930346,999414,3,0
0x609dd8cdc686a7e9fab92a90f8c5938bcced2723,3,26375833,26376060,227,930346,999212,3,0
0x137d537382f6fb0bb17185020af914a18af93753,3,26377136,26377228,92,930346,998438,3,0
0x0a0371d9b3eb2766448bd877d0512cd3f283b647,3,26377211,26377283,72,930346,999255,3,0
0x92810b334e5a7142a0d1f078f67033b8df35ed79,3,26378619,26378681,62,930346,999221,3,0
0x5a24d2573223d3df19ab9976ded6cd33fda51c71,3,26379951,26380235,284,930346,999333,3,0
0xa5101f1243fac9138ce5f79a43b0b36aa952d084,3,26382403,26382565,162,930346,998832,3,0
0x7744882af45d9d2e6e33196fed0a6ff0bcdcaace,3,26385131,26385176,45,930346,999211,3,0
0x87d552703dea021227ce0f663f5c2e22f98dc460,3,26386440,26386529,89,930346,999046,3,0
0x618cd633a5e21765cc4884d52f2991a1a9dcb2d7,3,26387777,26387925,148,930346,998812,3,0
0x943b9d0f758fc4398bff15a3377886509c2ca16f,3,26390311,26390380,69,930346,999503,3,0
0xdf94e68d26a90c86c690f9ee029db75191ef7058,3,26391599,26391704,105,930346,999417,3,0
0x5cc6b10fd25ce92c427f2ad9190540285c28665b,3,26393025,26393085,60,930346,999334,3,0
0xf0038449f5b88b1d26468fbcbdcf1900fc443e3e,3,26394549,26394572,23,930346,999068,3,0
0x560821e3fb9119b09cc564656e1cfd5d13b97ce3,3,26394549,26394699,150,930346,999066,3,0
0x850efb8ee027802660e0abd52402c98f34d406c4,3,26398384,26398510,126,930346,999067,3,0
0x9239a2e8a49fefd7968cfb88349bd2baadbebf27,3,26399844,26400045,201,930346,999068,3,0
0xf6723686517479bac522fac2a6d0f8986ce1fa05,3,26401111,26401186,75,930346,998834,3,0
0x3f2bf7a34b7f98fec49bbaa0b5223c870ec049db,3,26403717,26403886,169,930346,999329,3,0
0xe2f64d2761fe4948ee29b1671d1d6caa10398641,3,26405079,26405208,129,930346,998832,3,0
0x979172da3138d61a0c9cece670753aec796fd057,3,26406485,26406626,141,930346,998835,3,0
0x46082954bbd5d492b8a812b44741683604a0145f,3,26407753,26407813,60,930346,999412,3,0
0x364ef4a5da61b3beb8d5d9f1a204ccff8042997f,3,26409103,26409306,203,930346,999368,3,0
0x1ee1719db8c8334353db510fbedd9491806d41d6,3,26412761,26412917,156,930346,999223,3,0
0x5d612a58e1632be53776d33d893b46c77d1f54d8,3,26416724,26416804,80,930346,999218,3,0
0xdb78aa2a2da9aa8be366f9c05f26454e35071da4,3,26418043,26418227,184,930346,999068,3,0
0x5f88036cb178fde8806ce18177b9030d1e10bad2,3,26418043,26418124,81,930346,999417,3,0
0xdb613defe9764fa354eadd3065bc6cd1aa392b7f,3,26421911,26421931,20,930346,999417,3,0
0x3a70f858c17a9b8ba89eced2f51bfbca1e7ae4af,3,26421916,26422066,150,930346,999416,3,0
0x93dda9fbbe51500aedf94fe21625f5a50ddbb181,3,26423228,26423304,76,930346,998834,3,0
0xb739b6ec5a4c8cff3dcbceb6c6ceee80fd67f0d4,3,26424647,26424723,76,930346,999407,3,0
0xea0fc41999d54ad73ed0c83368ea3f0a15032b34,3,26427246,26427411,165,930346,999068,3,0
0xf93ef51533662d272871d82499fb971544d84315,3,26427246,26427331,85,930346,999059,3,0
0xcd39bec03de2648f0fa80646dbaeebf937d9448a,3,26433053,26433222,169,930346,999334,3,0
0x51497a77d87aabd67f3c1ad8e85ce333b1a86195,3,26434671,26434919,248,930346,998822,3,0
0x4eccdf295ef4ff8cb51eae4b8b967e2f65b30367,3,26434671,26434712,41,930346,999067,3,0
0x74879dd1532d7a54be01ca08453f8ad17a6d8bc7,3,26438331,26438391,60,930346,999065,3,0
0xd037b43cf85ba731f2613433fc910873e5f52933,3,26439680,26439737,57,930346,999212,3,0
0x421e9120b3c80a327d3f0f879cc502c443fde01f,3,26441056,26441145,89,930346,999223,3,0
0xd9c3286d716913671166c8312604df69559304f1,3,26443631,26443651,20,930346,999326,3,0
0xa37d26085ad511b98a94a481faa4db2d3eef37c4,3,26443634,26443738,104,930346,999411,3,0
0xcecc4bee04a974703864793726c4b13d92102868,3,26445993,26446080,87,930346,999418,3,0
0x2440f9c52981c70dd6d3e2f760f36821be85ae6b,3,26447283,26447311,28,930346,999335,3,0
0x6708f9423bf0271e150af537ec276ee46bbdf7ec,3,26447311,26447433,122,930346,999417,3,0
0x4f95efc9568bd28d544518b2221beb924aa4df94,3,26448554,26448708,154,930346,999223,3,0
0x90ca3c865887e41ed33b823cbcbd8d574c550d7a,3,26449795,26449976,181,930346,998446,3,0
0x73b2c9eca9755f72cacd6bdbf5ba7d11ed83eade,3,26452311,26452372,61,930346,998446,3,0
0xf38806c204627acf403fd559f82c27cc2d273059,3,26456306,26456332,26,930346,999417,3,0
0x5053874dc187f1f95c531ce9e1e3241edbb8d38d,3,26456306,26456481,175,930346,999424,3,0
0x2f1bfe1e23e80921ead583112177e24adb627609,3,26456367,26456731,364,930346,998841,3,0
0xe1b8cd50a5b3ec58134862168d7f50f8802c81bb,3,26462130,26462256,126,930346,999223,3,0
0xe11a46ceca69ed1f3f261c8d3f09aab6aea36c68,3,26463496,26463565,69,930346,999069,3,0
0x9904626584ee8c8329bcdfb84284ba24c88a7938,3,26465930,26466119,189,930346,999417,3,0
0xc9781ff4fc2eef666b5c3771b6bbbd9e150d9a27,3,26467070,26467238,168,930346,999418,3,0
0xd13f286f1313ce97428f249846f13cea3bde6ace,3,26468358,26468549,191,930346,999417,3,0
0xc32c82086c45db9d326a1fa5833a24feedc9bc38,3,26468358,26468480,122,930346,998426,3,0
0xb3c9792cd3fd334ea849be963b64992f28770114,3,26469602,26469926,324,930346,999322,3,0
0x668578c97c6023cecd520c2a39a98919da532ee8,3,26470990,26471141,151,930346,999327,3,0
0x59937a3f4c98c6a18dcf7dc31630410081e12f0e,3,26472246,26472367,121,930346,999417,3,0
0xcbd720ca8f6372207095ca67ae94402e37c40226,3,26474709,26474790,81,930346,998446,3,0
0x5bdba39d4d974be7eb3b4d5078a45faddff9a197,3,26478463,26478492,29,930346,998446,3,0
0x8731da09ae5685adf8fd644ace873d017f437540,3,26482234,26482332,98,930346,999417,3,0
0x48ff808cf29323b32e798d03518b333326d97b05,3,26485765,26486055,290,930346,998832,3,0
0x5d98f3ab6f22521a3382b102433583ad7ec6aee9,3,26485765,26485863,98,930346,999068,3,0
0x0dbad41c6bcf00affd90e53dbf2e48d186661d09,3,26486982,26487055,73,930346,999412,3,0
0xcbc8378f1d65bd8f5e3513dbad1daf31f601d340,3,26488259,26488388,129,930346,999325,3,0
0x5cf5c5b80cb0ca226be4ac43b60953e5b015eba3,3,26490369,26491727,1358,930346,999334,3,0
0x46da8c7c04249b3451cd4335b57804d6d7a90ead,3,26492935,26493041,106,930346,999067,3,0
0xdf31e400fab669dd72cc5fb4b5120e5a56f036c3,3,26494231,26494417,186,930346,998428,3,0
0x55aedfbc582e1d041d36d966db1e71aaa34c8ae8,3,26496550,26496746,196,930346,999214,3,0
0x651932b23a30337044c8a680e1cb94a7925217e7,3,26496550,26496630,80,930346,999332,3,0
0xdf1cda0079742f5233a616594fa45af27572e0b1,3,26499062,26499313,251,930346,998827,3,0
0x52d61f8ceb1c389dc0d009ab59287f2c1dacaf87,3,26499062,26499240,178,930346,998446,3,0
0x385aab2740be40fa86d082d85f7d3da3e718a8ec,3,26501607,26501667,60,930346,999334,3,0
0x6dcdfb0722247592b993638739b3f04639c1bfd9,3,26501627,26501756,129,930346,999334,3,0
0xfb338b48f089748b031ce3fed79c9f5ed13aa5e8,3,26503996,26504039,43,930346,998830,3,0
0x4602f216dcb435ab502acaaffbf4a6edb70c3f43,3,26505295,26505409,114,930346,999417,3,0
0x9c8f98a9c1fb248f5f071474cab8d410085dd2fd,3,26506463,26523181,16718,892000,999223,3,0
0x04ee3e8a5582fb4c65c6e31e884b3581ae4b08d1,3,26511944,26512074,130,930346,998837,3,0
0x1062fe73a087ae9ff60b8da6768c821350d51df3,3,26514147,26514299,152,930346,999222,3,0
0x8304dd46f5c640ac1b19083a5076ba1aea0da532,3,26515313,26515401,88,930346,999057,3,0
0xd14c058ec24ab1d9bf67b688eafca039a96abfc0,3,26517503,26517635,132,930346,998431,3,0
0xabba104b95d8f6d84c2d58b463aac2ac2cc4ea5e,3,26518684,26518830,146,930346,999415,3,0
0x396ff244f79a04dc59db4b474090c6484049f8a8,3,26519921,26520065,144,930346,999055,3,0
0xa2714d2e905d4f072209a6339f79f6fa45679b30,3,26523329,26523420,91,930346,999338,3,0
0xceff54a5b6f635400eed911899aa36e85f504d7d,3,26523337,26523437,100,930346,999326,3,0
0xa61170232cee1f6e6f13ff1a2c9129fbee883ec0,3,26525566,26525680,114,930346,999223,3,0
0x910a7dc470133eef1f61f82eb13210dc94ed5240,3,26527807,26527949,142,930346,998463,3,0
0x6cfc39ac2d986faaae6e360c3fbd63403d0fb29b,3,26529389,26545924,16535,930346,999068,3,0
0x344d1d17d06bc42e42c1c4e597f22a23970b8db9,3,26531236,26531441,205,930346,999417,3,0
0xc7f5338dbcf4e2977c08a06e61752c5ad9ff0c93,3,26531236,26531318,82,930346,999068,3,0
0x134a3d35749571c475fce1e4e22d359dd19fe421,3,26531255,26531628,373,930346,998447,3,0
0x23aeed0e23ce31239fe7337081c30178932d8af6,3,26533472,26533555,83,930346,998823,3,0
0x7fa414b947085e70a9d869c74a254e50ada07a51,3,26534566,26534670,104,930346,999334,3,0
0x1318240c05b3fe56c07e48dc90174aba0fbe4bd3,3,26535924,26535949,25,930346,998447,3,0
0x680b05ed9ce109421082148750f86b7ba255c3bd,3,26535924,26536101,177,930346,999053,3,0
0x219d1b2ce229b73c1f9f27f8be405b81cc3e740c,3,26538227,26538332,105,930346,999417,3,0
0xce4fe1c0b8cf3ba59dcdae15d9499fde0530dbbb,3,26540762,26540927,165,930346,998823,3,0
0xd8413e6530cf05920c7c22871fa2a8ee0dfdadbe,3,26542061,26542154,93,930346,999334,3,0
0xc4c20fe01e5ab5beed3ad7a6bb4dda4b3b136138,3,26543444,26543547,103,930346,999068,3,0
0x9f3f1758fc78305645b226497264468bb0b8cf93,3,26551345,26551438,93,930346,998427,3,0
0xf60ff0e1217c6ced70f82d7a1878a527bb59ff55,3,26557778,26557800,22,930346,999325,3,0
0xafdf7ebbead692933934a8333c501bc4ad0e79a8,3,26559959,26560019,60,930346,999223,3,0
0x338f070970f444005c14b14c1e1480387423fe48,3,26559989,26560079,90,930346,998376,3,0
0x38056091672830aa0fb5b5c1b45843c5eaef1504,3,26566020,26566247,227,930346,999417,3,0
0x0b20f13534deadfaa2dd609ce30b19d7852dfeaa,3,26566020,26566100,80,930346,999417,3,0
0xd4b841c0e52d02f0386d5710b95724ccb93517ce,3,26568328,26568516,188,930346,999222,3,0
0x66c90268accda2b4f7c56f324f39d0ea933b3249,3,26568328,26568448,120,930346,998446,3,0
0x62e4f2412f911e6781e31ef3decb8d38d5de8ec9,3,26570568,26570758,190,930346,998446,3,0
0x5f82dfd433d2c1a2c7e988c05b7b815939374f7e,3,26570568,26570649,81,930346,998833,3,0
0x20b3061fe2207ba3ca2aa1399ca17edd0d3e9c62,3,26571681,26571776,95,930346,999057,3,0
0xca06611c70d1e4d182f95a3869f3ab3e3a27e2ed,3,26576596,26576693,97,930346,999067,3,0
0xfc2f16f4948957dabc931ad45cd2d9fdaf66940d,3,26578723,26578864,141,930346,999334,3,0
0xb767aae9b50a50bd7051c0534bb94369ed00999c,3,26578837,26578917,80,930346,999417,3,0
0x5a5945a103872e6be921957741eb64786db09617,3,26581848,26582012,164,930346,998842,3,0
0xdd37ff3936ce93752b564d13b3f35f201136ddfe,3,26582910,26583075,165,930346,999224,3,0
0x6836990c66420506c76daa35ddc814288dd793dc,3,26584961,26585000,39,930346,999221,3,0
0xb77acb1f5fffa5be29d492d1dcfd594c899d93d7,3,26585000,26585067,67,930346,999333,3,0
0xfd8e4c0f11569ad0d02d025050436043836c0619,3,26589837,26589966,129,930346,999068,3,0
0x82a5ce952ecaf593418d95865703974a9934c181,3,26593509,26593598,89,930346,998440,3,0
0x9450f8bf066afd410342ffb9759d52db340f714b,3,26598190,26598328,138,930346,999225,3,0
0x8db4f9d69586314ba64416579b07e737b99fd55e,3,26598190,26598234,44,930346,998434,3,0
0x1346b5083e51c2d9a9df19ac610b14ba06dd668c,3,26599241,26599433,192,930346,998446,3,0
0x62f9e1f3b9c640f40d0fe04433f0125647b0fe54,3,26601993,26602162,169,930346,999223,3,0
0x294a065767368c39f727816c5a13d602f522bd2c,3,26608956,26609109,153,930346,998446,3,0
0x503748088024908ced805ee417c072be9b176116,3,26609863,26610071,208,930346,999333,3,0
0x8300404770263bb2c2abae3a84828d60b70bbe86,3,26611770,26611832,62,930346,999068,3,0
0xa43b773cfce4ce78331ed4688b812ecb600a0ed1,3,26611772,26611880,108,930346,998447,3,0
0x5e579e0994852570bad1b8fdca35ca8812457ec1,3,26612770,26612899,129,930346,998448,3,0
0x0b367ae3d05ccc43040f5eea07864472f227cd12,3,26613711,26613866,155,930346,999417,3,0
0x4c8edd9f5a1b4f1153d8bd23c22965ec1d69f308,3,26615650,26615739,89,930346,999066,3,0
0xfb497688db6a806a8f67c3fb350c27b2e1513893,3,26618336,26618499,163,930346,998834,3,0
0xcf23313673b5ec85cfb2849d805beb938b2ea04c,3,26621002,26621202,200,930346,999417,3,0
0xeb3d80a19a6858324fa1dd30234fb7371da3b21d,3,26622898,26623049,151,930346,999068,3,0
0xb0429c14645266f8d524a5bc87684ef646e7f418,3,26629282,26629376,94,930346,998444,3,0
0xb61b0dabbcde9771710b773a13ed4e2d1d2f7d7c,3,26631126,26631222,96,930346,998834,3,0
0x3dc47eca956d577c42bd997195ff8be7647f6ed6,3,26633785,26633932,147,930346,999039,3,0
0x098f548cfc59c23e81ac01e3596a726bcc99ee93,3,26642457,26642506,49,930346,999406,3,0
0x0b52c87193a1e1c5a899eeedc5f40dc2968bebac,3,26642457,26642622,165,930346,999334,3,0
0x8238012dd82297922c6cd28847c3864ade2751da,3,26645035,26645135,100,930346,998834,3,0
0x4b98d88e0632545728c622f4693747c3e0d459f5,3,26646052,26646187,135,930346,999334,3,0
0x3d765a7e6d364890a34f07ae81d77f5ef41e4a4c,3,26646052,26646269,217,930346,998446,3,0
0x74ea94ae8fbc3ec142ba6613ce3a97c2cb37221d,3,26650145,26650241,96,930346,998446,3,0
0x2a88681ea29a662cc461b6401bc4d7dd3b2e7edb,3,26651155,26651219,64,930346,999068,3,0
0x0f93c5be1d8eb278173dad93c59673af9eefdc7a,3,26655863,26656018,155,930346,999333,3,0
0x359de50fbfba817851d3042c17af8091a707d909,3,26668718,26668863,145,930346,999417,3,0
0x3a4c478cac26fc21cf6b3bc0625745b1121620b6,3,26689600,26695691,6091,930346,999417,3,0
0x4d359487a218922bcd8fd0429727546d8c329b03,3,26722784,26734454,11670,850000,999417,3,0
0xd8e4c47926da72d3f2ea3238d5f8214b1dde7658,3,26738775,26982660,243885,930346,999235,3,0
0x4a3cf793eb6d219cb4659f2bfd6fbd0a58b685f7,3,26743720,26744650,930,930346,965000,3,0
0x18ba737637df3d362036ba632ee7c149fb975e96,3,26744827,26744890,63,930346,999417,3,0
0x73c5993dcbf1f4b4467ab503bca05d99dddb694a,3,26744869,26745126,257,930346,999201,3,0
0x178a43a9857cb66c37ab1992ae97c6c8e1a0cd05,3,26744895,26744978,83,930346,998832,3,0
0x4c26e08a208cf3dbd60e3dcd884adfece936da72,3,26747517,26747583,66,930346,998835,3,0
0x0d7dc7508c3df0ad469a4707b9633be23ce6db7b,3,26751089,26751171,82,930346,999334,3,0
0x422034f94405d46fa4016d81d0e77f860b2c7f45,3,26754742,26754946,204,930346,999222,3,0
0xc1a01beb51af7a3497b007e8b88120ca8e40462d,3,26761137,26983887,222750,930346,999329,3,0
0xebc5856e371078cb4ce5e04f63d209c10645e9a1,3,26761137,26761338,201,930346,999331,3,0
0x54b4a771f7b42364e0e6b701bd0882934d922d17,3,26767350,26767489,139,930346,998832,3,0
0xb695af3dbee8e6cf009c327aa4aab8360dbeaaab,3,26769307,26769437,130,930346,999223,3,0
0x802474aa54d0081511e0d6c331a97d5afe4d5247,3,26771219,26771356,137,930346,999329,3,0
0x3aa4b43e503dfdd2e86391e9595ba32d65e3f405,3,26776548,26893460,116912,930346,951369,3,0
0x21c15e3b01e6f63f8c13b5f4a0b88bbd676de8e9,3,26777787,26777908,121,930346,998446,3,0
0xfc8b89aa16df5c183b2f4db7449e39f839485bc1,3,26778776,26778867,91,930346,999223,3,0
0x0c184ce8df6dc4844222eef4fbc093d94b380ce8,3,26784995,26785188,193,930346,999223,3,0
0x741366471e4a9cf1a3d498e3dc0f8f95d6bc712e,3,26791036,26791150,114,930346,999334,3,0
0xf15824d592c7a8c56cd9ec2984634042da0a92d0,3,26794380,26983124,188744,930346,990001,3,0
0x7ba37d20b29b1e54dbfbdc4b36f0114d905f204e,3,26799985,26800094,109,930346,999068,3,0
0x5976623c413e00fb90ac26547676a36ad48dbff6,3,26802012,26802070,58,930346,998446,3,0
0xaab00e797a21d6a1ff9a95ea81ffb7d09b8ef87b,3,26804096,26804285,189,930346,999417,3,0
0xcb1f09db8a3aee724a165421a54824ff3e0486e8,3,26808300,26808468,168,930346,999333,3,0
0x590466f2f3f6aae3bd707f195f97e3e686204165,3,26809506,26809792,286,930346,999308,3,0
0xcc3b49c5e5b776a29091f81b3d6038eca298a47b,3,26809506,26809635,129,930346,999333,3,0
0x8d1826f04a630559f1878a775308688e20e0a8dc,3,26812537,26815044,2507,930270,999223,3,0
0x2087d17841050be3754d251d16d59230af9df050,3,26818640,26818831,191,930346,999212,3,0
0xb120e05a040ba598b40763505375451bf985ae32,3,26818640,26819926,1286,930270,999233,3,0
0x3d1d089b4d47d3bd983038b88055c465efce3877,3,26819305,26837286,17981,756560,990000,3,0
0x3a748ab08f2a047b2a17dda44af2c9a9bae0b483,3,26824434,26824652,218,930346,998833,3,0
0xb1ddfe2ccc5996f1516cbf552acbbf8df0e58caa,3,26824628,26824688,60,930346,999417,3,0
0x6870335fcca49aeb1cbe0d187557c524d5a8edd8,3,26839085,26839226,141,930346,999223,3,0
0x64ced9204e91ecd246f523abe8dfd7d28cbc888f,3,26841384,26841424,40,930346,999068,3,0
0x5a65e43ec3084e61728474a0a2417a63226aa9d8,3,26842692,26842751,59,930346,999416,3,0
0x8e985685d308cc09e29793ee4a5debca2f7a98d8,3,26843827,26844034,207,930346,999333,3,0
0xd5513a89a385f8600656361660b8601d5460804b,3,26853116,26853357,241,930346,998446,3,0
0xfa86ba4ab825ed89510320e513f32191abac5968,3,26860156,26860406,250,930346,999416,3,0
0xd922cfa812616803a3633d95aa4e5419c8a65a7b,3,26866073,26866253,180,930346,999212,3,0
0x494448c17247d4f9478803d23947372457851c54,3,26871314,26871537,223,930346,998834,3,0
0xa189c6ebe0ab9c968bc2e7e6cd1f0fb6014e5a10,3,26874542,26874626,84,930346,999074,3,0
