tx_hash,block,timestamp,route_shape,n_v4_hops,tx_from,tx_from_type,tx_from_population_frequency,swap_sender,swap_sender_population_frequency,v4_input_token,v4_input_token_address,v4_input_amount,v4_output_token,v4_output_token_address,v4_output_amount,economic_input_source,economic_input_source_type,physical_input_source_amount,economic_output_recipient,economic_output_recipient_type,physical_output_recipient_amount,input_source_equals_tx_from,output_returns_to_input_source,position_manager_touched,universal_router_touched,permit2_touched,zeroex_allowanceholder_touched,classification,confidence,classification_reason
0x717b53794bff024222a3df8e55a6be6e967e6f66b4a6139a7ad4978d78854e5b,20570751,2026-07-27T07:58:29+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000,2,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.006228034573751174,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,12.700519,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.006290944013890074,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,12.700519,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x06a96fea1c1aad20fa91232e5c83485a739e6059448bb34c8380734375db8fb9,20354496,2026-07-27T01:56:41+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@450,3,0x8c8ad14cbebc65c6af15c484098c501f08ecb611,EOA,1,0x000000000022b747bc1057d9497efe6d1c69296f,6,ETH,0x0000000000000000000000000000000000000000,0.006119800941101428,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.006415060271624247,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.006415060271624247,,,0,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x5717d76e8646d3e2983d565210ccc95b5cb61ae0d81c82a84d5b0eb8b175ea65,20754676,2026-07-27T13:06:16+00:00,FIRE/USDG@500000,1,0x43370330be39d388f6219d8241dc1f76fb9df268,EOA,1,0xaa61254627b7392b0bc922097b10eb0587db2be7,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,4679.502885037473162617,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,2.084315,0x240a3b686201aa700ff685334a63b0351991680c,EOA_7702,4679.502885037473162617,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,2.084315,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0xe45e9e6555225d6c299a1df3203c1249435eab2d5c5bba926cbbac17e06ccb8d,21644109,2026-07-28T13:55:37+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.004159847631445256,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.004280454241215253,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.004201866294389147,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,0.000078587946826106,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0xdfef287a4a46121ca8bce8e9dc1052af434cced44422621119ed86088c727c21,20784022,2026-07-27T13:55:17+00:00,FIRE/USDG@400000,1,0x4337002c5702ce424cb62a56ca038e31e1d4a93d,EOA,1,0xaa61254627b7392b0bc922097b10eb0587db2be7,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,9346.3422642319,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3.951908,0x353a3cbaceb6e95ceb503e21d19a903a29806e14,EOA_7702,9346.3422642319,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,3.951908,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x8833948f0f6bc8398085162f19834336a3dc0abdca62c38ba0270525dba04c61,20378248,2026-07-27T02:36:24+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.00441539551289424,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.004544521708769672,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.004459995467569939,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,0.000084526241199733,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x21a046825df41f82a72ba52a52a2be46f7a609f56f8bad6d11fc9a7b41683aa8,20761649,2026-07-27T13:17:55+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> TA/USDG@39950,3,0x2f878417db3b6a61388bb620ff4f8be745cae66e,EOA,1,0x000000000022b747bc1057d9497efe6d1c69296f,6,ETH,0x0000000000000000000000000000000000000000,0.003343430430306032,TA,0x30db03a051205ccbeb1b6524ddf87fbc6c0127bc,15551.043937082532719796,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.003516326505086426,0x9b64026574395b1cfaa68458761b9f492a266be6,CONTRACT,15551.043937082532719796,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x439a8d1caadc97c6755558c5a9956af17cce236c337859eae0ac2cf8a28de245,21877909,2026-07-28T20:26:19+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000,2,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.005051999477681861,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10.056027,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.005103029775436223,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,10.056027,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x88de39808ac0335c509d0a853382fef16634d9d4d5d185b468ecb158982d60a8,20382514,2026-07-27T02:43:33+00:00,FIRE/USDG@400000,1,0x4337012eaf1f862b8dbdc6b62a01782ae01ef038,EOA,1,0x1d4b86491ec211257cbedd77a4380a7494624eff,17,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,11832.3889739029,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,5.938436,0x7a09760387b078c9e255467c8c5620e25f8a16af,EOA_7702,11832.3889739029,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,5.938436,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x7ff8e745d14ac0f798fe449114c5cd5dd58790df090b415c407e6218f7b0d407,21879972,2026-07-28T20:29:47+00:00,FIRE/USDG@400000 -> FIRE/USDG@450000 -> FIRE/USDG@500000,3,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,EOA,2,0x39b38686a19836ac10162c490e4558e120cbbe5f,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,59078.6163482397,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,21.389005,0xb1cc9e0cd3d51a582b7bd66049aee8854fdba408,EOA_7702,59078.6163482397,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,21.389005,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x82e9fb85e0fe84038419385fb8efea6eab1d9ede1c43d35bc5e1651ae5eb7307,21924200,2026-07-28T21:43:39+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> USDG/VIRTUAL@3000,3,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.006816124180369624,VIRTUAL,0xc6911796042b15d7fa4f6cde69e245ddcd3d9c31,24.221543677782692253,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.006884973919565276,0x851d1b0342d2257a4172826b68221d2366c1c6b5,CONTRACT,24.221543677782692253,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x0511e8f74be617b6f6316f68a3bace2e6251428250b299f0da008ad606391890,22218851,2026-07-29T05:55:37+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000 -> WETH/USDG@300,3,0xfce111029a620c7aa50f3d85c2cefcf5ee70c236,EOA,1,0x7702e2e6b53114a037c45a89f855b52721a1c755,5,ETH,0x0000000000000000000000000000000000000000,0.001274361111438594,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.001323738501686554,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.001323738501686554,,,0,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x3df7ca6c08a92c68215340262df17a020dead9ac6ca3cb6297ae4079dad8f39b,22236184,2026-07-29T06:24:37+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,0x338d0cd039d0f2511ae9858a2cbbe4d73052e0f6,EOA,1,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.01339402130718382,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.01529361058481241,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.013529314451700828,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,0.001764296133111582,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0xf355b30f08d7ee8cd63ed6c9e71b47d7f36a5fee2a6e7612f3aefd47af646864,22698348,2026-07-29T19:17:08+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.004050437433478044,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.004210617290756016,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.004091350942907115,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,0.000119266347848901,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x20a5232eb7c5d688b2ec7815e59c6428c7c7c76f1ef6c0101e2f6fc272cb6886,22699058,2026-07-29T19:18:19+00:00,FIRE/USDG@850000 -> FIRE/USDG@450000 -> FIRE/USDG@400000 -> FIRE/USDG@500000,4,0x4337013ef5cd421cef649fc58c1b0defd37bbeb1,EOA,2,0x39b38686a19836ac10162c490e4558e120cbbe5f,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,80411.152599781758990138,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,16.327337,0xa6580ce630320e9e88a32ec5a6fbe154252dd09e,EOA_7702,80411.152599781758990138,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,16.327337,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0xce217e230ea8bf23bb747e65eae65fad8e9c8b7365f7e18b22584b5581a13ddc,23390490,2026-07-30T14:34:01+00:00,FIRE/USDG@500000,1,0xa6935eecdc353b080a22dfecd744f400ce5480d6,EOA,2,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,23582.304766955243412169,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,4.481891,0xa6935eecdc353b080a22dfecd744f400ce5480d6,EOA,23582.304766955243412169,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,4.481891,True,False,False,False,True,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0xe19feb6ec5b38f6e261edd23e9e514f9d5fc81c3c5b73d8b35e21a49330e61c4,23393330,2026-07-30T14:38:45+00:00,FIRE/USDG@500000,1,0xa6935eecdc353b080a22dfecd744f400ce5480d6,EOA,2,0x53bf6b0684ec7ef91e1387da3d1a1769bc5a6f77,2,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,233464.817192856909780475,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,35.478862,0xa6935eecdc353b080a22dfecd744f400ce5480d6,EOA,233464.817192856909780475,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,35.478862,True,False,False,False,True,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0x4a337d19f9cf01881a1d51987e9572d36d9f2e0380906e980a7af3d3ab3e2779,23436990,2026-07-30T15:51:39+00:00,FIRE/USDG@400000 -> FIRE/USDG@450000 -> FIRE/USDG@850000,3,0x75cddbbbec8794f90ec75900501cfbe24da32714,EOA,1,0x6aea160407e73658c6c546de727a7ef4cd73a1ad,1,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,28427.882377356127084567,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,4.029131,0xdbc6d425abe504ad1ec037cc1ee55b3cf727b838,EOA,28427.882377356127084567,0xa587f16d1bfd7cfd082624a23e9e4420ae4fe5d0,CONTRACT,4.029131,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x68bd91ef9d9ae091304291a71043d271678d3d2e1b00bdefdfb851feb220fc31,23394826,2026-07-30T14:41:14+00:00,FIRE/USDG@400000 -> ETH/USDG@460,2,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,EOA,1,0xa687b664662b96b180346d699a6d5b42e9b05d31,5,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,1420.994446281893190417,ETH,0x0000000000000000000000000000000000000000,0.00016555767294739,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,EOA,1420.994446281893190417,0xfbbb0d7a450686a18c2f4a31f0137070469491d4,EOA,0.00016555767294739,True,True,False,False,False,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0xb17835f469d9f25404dce0399bc2151ee7aa0d094ef62dd10fe20ff3be07e35b,23433845,2026-07-30T15:46:24+00:00,FIRE/USDG@500000,1,0xe49193acd219557a150e35ccc2a66f89c42482e6,EOA,1,0xa687b664662b96b180346d699a6d5b42e9b05d31,5,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,503833.523048941691991737,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,46.835945,0xe49193acd219557a150e35ccc2a66f89c42482e6,EOA,503833.523048941691991737,0xe49193acd219557a150e35ccc2a66f89c42482e6,EOA,46.604108,True,True,False,False,False,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0x459f4162d86a2f660bf457497426e6f3e26a696415209fc3ce2dd42e570b7887,24673829,2026-08-01T02:17:26+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xa2fdf319500419579d0f60b28d6e67cbc1260ed5,EOA,1,0x000000000022b747bc1057d9497efe6d1c69296f,6,ETH,0x0000000000000000000000000000000000000000,0.00198587669487166,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3.790917,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.002032964592012571,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,3.790917,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0xcd5a6a7752daf94ef19ddf3ddd47d3c2ebccf65ae9bdd308f72e674c9015221f,24603793,2026-08-01T00:20:26+00:00,FIRE/USDG@400000,1,0x43370240c309f6cc0815929a176609267971224f,EOA,1,0x8f10b468b06c6fd214b65f87778827f7d113f996,5,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,9504.309031260407491361,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,2.874755,0x084dfa381fb739bc14d5dcca2c9466e62d712946,EOA_7702,9504.309031260407491361,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,2.874755,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x97e189b3bd86168a74800a7b7d0f5d91dd44c739639b08923307e24196da7154,24672496,2026-08-01T02:15:12+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xd6b33bcf3446f353ac4267f3cf66f405763a8735,EOA,1,0x000000000022b747bc1057d9497efe6d1c69296f,6,ETH,0x0000000000000000000000000000000000000000,0.002201050471603529,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,4.210633,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.002254337407018707,0x2f4579ca81717d3d61bf8b6f06571877bbe54a07,CONTRACT,4.210633,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x05a0e773750f26abd85afafc95f9b3816572bbea348d0c11963810fcd7294387,24676025,2026-08-01T02:21:06+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,EOA,9,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.006136297123271295,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,12.524823,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.006198279922496257,0x69bfaf19c9f377bb306a89aed9f6b07e2c1a8d9a,CONTRACT,12.524823,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0xe51232c0376feb312966c5b3c60a02412d8a506d6355eb48955907ddc9538288,23421648,2026-07-30T15:26:01+00:00,FIRE/USDG@400000,1,0x1aa511c41636dc4e1dafe5092157eb606da01d03,EOA,1,0xa687b664662b96b180346d699a6d5b42e9b05d31,5,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,34275.98625950250140282,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,6.906805,0x1aa511c41636dc4e1dafe5092157eb606da01d03,EOA,34275.98625950250140282,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,6.906805,True,False,False,False,False,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0xdbc511aecf9115060561980a6f83f1d24fe4bafa6c78a5a80ba4b72bf71387a1,24675917,2026-08-01T02:20:55+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000,2,0xf0229a7df821096bd3e097e36152bc948c1f4cc0,EOA,1,0x000000007907b910ae1ee64a71f95b592fc7bb89,1,ETH,0x0000000000000000000000000000000000000000,0.002234527964388891,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,4.289642,0xf0229a7df821096bd3e097e36152bc948c1f4cc0,EOA,7.501E-15,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,4.289642,True,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x3a4e65ee6903675542b60054aec1870c186302c1ec261a490153d3b7e819b36e,24675904,2026-08-01T02:20:54+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,EOA,9,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.007635712782005048,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,15.792244,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.007712841193944492,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,15.792244,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0xbbeeab11f580c8430d4a4a349cde4d192c2e708ada06810910b9a0abef4864ea,28041380,2026-08-05T00:05:42+00:00,FIRE/USDG@400000,1,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,EOA_7702,1,0x8876789976decbfcbbbe364623c63652db8c0904,11,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,19870.634783155107960141,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3.004103,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,EOA_7702,19870.634783155107960141,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,EOA_7702,3.004103,True,True,False,True,True,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0xc70c5c0925746e43008b7474543f82cfd8c32c9c0345669cbef330abbec34268,24676025,2026-08-01T02:21:06+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> WETH/USDG@200,3,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,EOA,9,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.006420991857530965,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.007031319941344987,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.006485850361142388,,,0,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x10a09a490cecce71fb826a8866c6596403ebfb419d582739ca28753bf06b2c6d,29714959,2026-08-06T22:39:58+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xeeef618a70e663813331892ee129709845570a1f,EOA,13,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.003619928298899055,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,7.155152,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.003656493231211166,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,7.155152,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x6ea987c848f419787fd1649c64767ff856ebd88fa2c0a112481a26af98fc00a4,25087698,2026-08-01T13:49:46+00:00,FIRE/USDG@500000 -> WETH/USDG@200 -> FIRE/USDG@400000 -> WETH/USDG@300 -> FIRE/USDG@450000 -> WETH/USDG@100,6,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,EOA,1,0x8876789976decbfcbbbe364623c63652db8c0904,11,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,149115.330147580481534218,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.012058056228441429,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,EOA,149115.330147580481534218,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,EOA,0.012058056228441429,True,True,False,True,True,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0x6a528eea74cede3192f4bca667ed9b98a60c9118aa2318a307e0665576f76ca1,29949232,2026-08-07T05:10:37+00:00,FIRE/USDG@400000,1,0x45df5e6c3bccb8a03049653472096156aaec8012,EOA,1,0x114d574247342eafea95b7a9234e62984d48cd9e,1,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,1999.06946381495,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0.790576,0x8ef1ff96345994aaf85ccfb99333a236bd78dd6e,EOA_7702,2009.11503901,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,0.790576,False,False,False,False,False,False,RFQ_INTENT_SETTLEMENT,MEDIUM,Distinct user-like wallet supplies FIRE while another account submits the transaction.
0x4c936f02df1b87873dbd3262df5519051387ee2535b3bd142f8b702c9023fc96,29572361,2026-08-06T18:41:59+00:00,FIRE/USDG@400000 -> WETH/USDG@200,2,0x1f09756741dedc39a9669565601c4bec5a548af6,EOA,1,0x8876789976decbfcbbbe364623c63652db8c0904,11,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,37915.781722941834421679,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0.003012311251129537,0x1f09756741dedc39a9669565601c4bec5a548af6,EOA,37915.781722941834421679,,,0,True,False,False,True,True,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0x5a5ad12282b15825e51ded68f8a030361a5db57460980a5ff99d4c59356b6124,29720011,2026-08-06T22:48:22+00:00,FIRE/USDG@400000,1,0x11c551c0dea7d78ca92390571480bebeab630505,EOA,1,0x8876789976decbfcbbbe364623c63652db8c0904,11,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,1932.875343089491204219,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0.805954,0x11c551c0dea7d78ca92390571480bebeab630505,EOA,1932.875343089491204219,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,0.805954,True,False,False,True,False,False,DIRECT_USER_SELL,HIGH,FIRE economic source is the transaction sender.
0xbfa23640715b910bcbd95ea6c01f9f29d2fc2f41200641632457356c25d049a4,30442016,2026-08-07T18:54:04+00:00,ETH/FIRE@3000 -> FIRE/USDG@500000 -> USDG/VIRTUAL@3000,3,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,EOA,9,0xa633c73658857d5241fe21d43f854a82e2d0592c,26,ETH,0x0000000000000000000000000000000000000000,0.010419848664791939,VIRTUAL,0xc6911796042b15d7fa4f6cde69e245ddcd3d9c31,40.017815895992573952,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,0.010525099661405998,0xd95e8e2cd04c207625c6f23c974d365a5f3a91d3,CONTRACT,36.193200567851261952,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
0x07191c68596f2b14f87d44fee034c96fb31f3b97821cd9fbbcae4815d2c8d725,31143120,2026-08-08T14:24:50+00:00,ETH/FIRE@3000 -> FIRE/USDG@400000,2,0xfce2220c39b345e7273cdce4f58ce54a5e40eb79,EOA,1,0x849bc3e52bb2e1807cc97afbf2528a79128a5deb,1,ETH,0x0000000000000000000000000000000000000000,0.00227616812883293,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,4.959454,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,0.002578418057775549,0xc5a01c57b2851202dcf8507a0f2bd08a8025e2c8,CONTRACT,4.959454,False,False,False,False,False,False,OTHER_ONE_WAY_ROUTE,MEDIUM,One-way route does not use FIRE as its economic V4 input.
