tx,token,block,router_sender,router_family,selected_pool,selected_fee,selected_hooked,selected_output,alt_pool,alt_fee,alt_hooked,alt_tick_spacing,alt_init_block,alt_age_blocks,alt_output,regret_bps,beaten,shortfall_bps,alt_ever_used_by_same_sender,alt_ever_used_by_same_family,alt_used_before_this_order_same_sender,alt_used_before_this_order_same_family
0x3e3ec90ed91b0f041863e72ae3ae511f7c10d6d0b101e461dc31631a4d350ae1,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25374096,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,26979207197616154198704,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15841645,52419341697232554055303.6129479868634337597901861741815713604,-4853.19610584874926897343215301682754605543401005772717475787,True,4853.196105848749268973432153,True,True,True,True
0xb5b0ecab8dea102eedffeb0c6110780a24cee3095d658a8b0eb07ace4b3cda2c,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25374712,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1778301242071217976683,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15842261,2185301421166024994633.28234710941886378136451895873913523094,-1862.44412396730780500250402316758141139655896919476368440787,True,1862.444123967307805002504023,True,True,True,True
0x74cf8518fece2671b3558bd6eab45427dfe9d71d45693ef033eaa356cf009525,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25374862,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,14879328681545710141412,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15842411,17360611880533069355697.7435083472510091635433270787174039203,-1429.26022196814973765823625052197108195897184771576384441310,True,1429.260221968149737658236251,True,True,True,True
0x74cf8518fece2671b3558bd6eab45427dfe9d71d45693ef033eaa356cf009525,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25374862,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300700,False,138705759131511036955,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15842411,175415090122688789102.598422017427385583526590134952235416922,-2092.71226127139454308313069074746606866282215933486058359549,True,2092.712261271394543083130691,True,True,True,True
0x86bd023e07715bb1d461630c1d15922fb90cc2067a98043cd197d586e378ce91,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25374956,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1264008223787138058247,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15842505,1749064236420674590704.49531694340230070433068404000208604447,-2773.23155166768687885306262386726933027738171459566036422057,True,2773.231551667686878853062624,True,True,True,True
0x4ecdd04c7a51c1799c34fb85b3c083a1dd76d22d8dca6e978f84adaea3bd26f1,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25375442,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,13934716773684294905219,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15842991,24440614039969889616606.1650338718596163871295356720901023138,-4298.54063776972838365352610971605731041772521408702387393863,True,4298.540637769728383653526110,True,True,True,True
0x740301f736f65a367a5baf11dca049fe0d91cac4bf50e9e583bcf1569e587d05,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25375659,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,3890808653329989,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15843208,5143649573872859.94598535833242840814955904302809135546577699,-2435.70426513242580231928782442649474168150217730156064453424,True,2435.704265132425802319287824,True,True,True,True
0xdd9d84339a3009509596c34c4000c63de673b7b780047d56564b54a6ffdf42ab,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25375838,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,4238901960852889452077,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15843387,5582749346198977187863.45592335911509398248085842137824162546,-2407.14261381096777075009377799753602441036790025274799864418,True,2407.142613810967770750093778,True,True,True,True
0xc179475c9899b6924164cce8d72341fac7fda37e7eb72c5b73d05e5ed78a9874,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25375968,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,11327393179700647974689,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15843517,18979164459944044940289.5548217070248918666850395952862497560,-4031.66920039743214000510058806916417066371914063482919330770,True,4031.669200397432140005100588,True,True,True,True
0x87d3a3d404ab6abea2bb99d3efac7587b4f3c04455d646746069374ed6e25046,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25377423,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1605982486655713484972,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15844972,2515118248410461112674.63218856972618633051147374477850423073,-3614.68397093979856184766320563161228183652991816838897385776,True,3614.683970939798561847663206,True,True,True,True
0x87d3a3d404ab6abea2bb99d3efac7587b4f3c04455d646746069374ed6e25046,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25377423,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300700,False,45493822506719758763,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15844972,64758226365610565871.4827577192504254499715985083918010173355,-2974.81956193924471739951407617029370148168620894001371234160,True,2974.819561939244717399514076,True,True,True,True
0x7d1792b58d87fa316db4db73892e032ade56bf00efdf01eb7390f16e00f55d53,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25377650,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,149128998584379787610,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15845199,252114202137876849099.867363437596663524113223075424234239965,-4084.86323579566748462380739813379128619194899006431412943989,True,4084.863235795667484623807398,True,True,True,True
0xc9e0e2f7eb2d30cd88a9a1ffe68ed91a30f62586f892664788585b9d29ac8d4f,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25378347,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,375269531360857229849,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15845896,664838324418335423661.592372089772621071592982658478960393016,-4355.47684936515736282749710094049423112415538136093161172496,True,4355.476849365157362827497101,True,True,True,True
0x649fa0c3d48474b429df79607042214d18e7ba0142377a83a6cfe31b61d4de9b,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25378372,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1678494843314416422379,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15845921,3063447642249376155509.57083083631551257091755206710752028615,-4520.89593383107465685488735171662442015149961324948631708500,True,4520.895933831074656854887352,True,True,True,True
0xe31215371c5bad7c0e9158257c3307ac1b13c03dec620e8a75bb0042569d34d0,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25381269,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,5288500262047187412581,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15848818,9122155854716103033007.87205063721125248582178359151974648089,-4202.57629197043080636031836057728006052332597414410495160754,True,4202.576291970430806360318361,True,True,True,True
0x22d74da3e5a279a71165a961b78476ff7ae582c95d3609797c1d55eaea574e0c,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25381472,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,3922855603218991819802,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15849021,7468529843018901782366.37032058906899837485917728225157721841,-4747.48620454958308916245988620272578173593291985030588718311,True,4747.486204549583089162459886,True,True,True,True
0x52380014cb02dfe2a4b9d1b54fd63d25a06d7cd924989917ca24088078155b42,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25381674,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,7605101003224266169228,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15849223,14998081494632581030365.0990746276904895366723933447761756906,-4929.28411814142240084528847327882873560814040424927349537024,True,4929.284118141422400845288473,True,True,True,True
0x9f2d79b9648aa9055163513636f4332f8ed5804909ed9e31f7cce24772f9c895,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25381726,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,817004293134471952880,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15849275,1489095167145423326008.94944681515215755273084567105865749110,-4513.41787173576763929786171395451297274747872030610583377853,True,4513.417871735767639297861714,True,True,True,True
0x93c9ed3eac8fb14fffebbc37c734e5c432d5d63fbdb8c6ff370504c0c3074ffc,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25382026,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,13293074276623715693006,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15849575,29308326916248720274268.9373533354655484461070777988852699587,-5464.40357560842139531523864253675925033232782209573904698811,True,5464.403575608421395315238643,True,True,True,True
0x9cad40a6b1b2ad214a76f8fc956c6c0edc67a979932946e16f8f83072fb99aa9,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25382243,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,445673676019703183717,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15849792,802365654820126210751.742216437438648200610522416209773778326,-4445.50407482715587247456796949379947684502696608735114941588,True,4445.504074827155872474567969,True,True,True,True
0x4fee794eab792e84d3160e25f3ab51ce6ebe4007a320d60bf300bbc9cb43f180,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25385842,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,10960810800396185,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15853391,15310694303625455.4846792338902606028838303034264061839389181,-2841.07527520763789973288436884476912388563638765963133811331,True,2841.075275207637899732884369,True,True,True,True
0x7dd70cd9fabc917211cec4887f8aade9ed314c003385d220e525c0201a0defa4,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25389191,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,8374769589355056641448,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15856740,9983085397519814399113.93633126520856355003373367494617101008,-1611.04081966916338510361774963789224317535004029129268128373,True,1611.040819669163385103617750,True,True,True,True
0xed34a9f52ff76d3a8ab19299254e1a2e4c1810f27b2d898157ac5b9ca94634e5,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25389900,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,19178208513699988563101,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15857449,34225346746714831243595.5748037735473329128262432699059389484,-4396.48963803680490692705866831313652421364703513337314136584,True,4396.489638036804906927058668,True,True,True,True
0xb726b09d9a9210c2f9ca1f49a61e2f15e027b0f5bae4c7fa5cb6e49dcb61290a,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25393287,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,4896828250495177692482,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15860836,7132296330206299430292.65177041064244174527911228585793332318,-3134.28940163856249368373984164946380190499559218457371997765,True,3134.289401638562493683739842,True,True,True,True
0x81756703e4bc8ffa12f4965322fe43c8a771bbab29ae22c75cbe399e073d6a0a,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25394909,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,178061051146022000098,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15862458,242283778401722618696.079338860269872825102639460584901896005,-2650.72336577214283840300198778207648757926610891019773910130,True,2650.723365772142838403001988,True,True,True,True
0x81756703e4bc8ffa12f4965322fe43c8a771bbab29ae22c75cbe399e073d6a0a,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25394909,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300700,False,184172558517156729671,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15862458,205941410638634291699.962227434702681708297240968824827941591,-1057.04103191151779322581572375225923093216853383783321966481,True,1057.041031911517793225815724,True,True,True,True
0xfe8ed014c0bcde42863cf0a515de5f129c770b4bdb2dfa9a512bc202c1792635,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25395017,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,7326370768768160350804,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15862566,11162834141107486924348.4550267041134638677656203242771414812,-3436.81839561821477542235899074416795539058979710602898450076,True,3436.818395618214775422358991,True,True,True,True
0xfe8ed014c0bcde42863cf0a515de5f129c770b4bdb2dfa9a512bc202c1792635,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25395017,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300700,False,88075408167143763098,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15862566,134531699721907481179.818778955985509502537728671337621464590,-3453.18550577999264168881685082918797855653202684696179543223,True,3453.185505779992641688816851,True,True,True,True
0x97e1d900c5be88f20eedf888be2167486d521635bee7e59643ff0f6ff1d1a594,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25395225,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,6076795898108977368550,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15862774,11756970011359966110207.2852162866379882027048005241983767214,-4831.32482923969365312720309606806030359331232787817929098206,True,4831.324829239693653127203096,True,True,True,True
0x5cdcdd906df8c6d85dd2dd06ba5c99257c50f2ec463d54a18d6353779f0708b6,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25396438,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1159505648630609702788,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15863987,2091150313143072620859.17518588784385143812947833084929967152,-4455.17789255507009707247247118730234278588705261483857693469,True,4455.177892555070097072472471,True,True,True,True
0x9d3eafe810e750b839e0e51205700d581bb9a1efe9b123961a08c2eff40fa2e7,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25397254,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,3513004371467284,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15864803,3943625116688730.23612017642774208132803108228293218541336879,-1091.94138002401578089260566232378158727702602338052548493701,True,1091.941380024015780892605662,True,True,True,True
0x46c223b286bf5bc4cd131f2a1e523f0801bc337b06f91f71bf3291112abe13fb,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25397475,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,357023820222882,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15865024,409721023071870.363305602035557325954819419223822103418984148,-1286.17278298030103246483614770122780532128674288544250414575,True,1286.172782980301032464836148,True,True,True,True
0xd055a4cb1852a3fb677afff9087503c83f0c55f031ade08b2d84eacfa211faa9,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25398709,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,24998914953340182825710,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15866258,36514708881312891000495.1028067125026275532076501585455087877,-3153.74113084224494573806927123843933309826817502713638305814,True,3153.741130842244945738069271,True,True,True,True
0x74269a3c51beb4ea2419873e70d8077d635bc233e7d974a338b627406308d049,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25401492,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,11223582903314722800354,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15869041,23816518996433716881985.5909751452626851228773076797019857934,-5287.47970893843010555601236960216582579254073741120964632325,True,5287.479708938430105556012370,True,True,True,True
0xd7cca890cba5bacaaaf0bffa0750edea7388a64e1a6cc0cd15218669c4e8cd59,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25403114,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,23973572102385712484510,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15870663,58418730317243731945892.5181044784676124785422335200051460047,-5896.25245666982251693512965867860738757561073784304968690532,True,5896.252456669822516935129659,True,True,True,True
0x55e0e6725a93506b32633e2589c95dace30ac60673dab2d99a52370f8817a1c1,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25405571,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,662468069018734113706,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15873120,1180588724736421871450.22258592114324819594373884827411032014,-4388.66342581209495292497627077293661898773256185217691035453,True,4388.663425812094952924976271,True,True,True,True
0x3e39024e753e692c4ee67ef72192cc338161b31de70a43dd22490b6d5abe2dca,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25406912,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0xd5916d4aab296ae1dd53648297c552fac4312d123a9c29471c4558ff90777209,9991,False,15706471053139299552,0x7d3f39297773abdbbca4f63d4c7fab804c9f6de00852aab05b25a70beac4d99a,865550,False,8656,25406495,417,18327590338225423871.4642106466262126687927010980050202982161,-1430.14942865637797920000937672109906076155582687307992905208,True,1430.149428656377979200009377,True,True,False,False
0x3e39024e753e692c4ee67ef72192cc338161b31de70a43dd22490b6d5abe2dca,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25406912,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,127688561435418686923,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15874461,233555507741909736332.751373748636491668842797704199150748160,-4532.83878124078345567888493424181958333911311494696427930319,True,4532.838781240783455678884934,True,True,True,True
0x355818042ac09c71afe0fe7d5a5e917797439a4d75ba9cd526fae382afaa5002,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25417586,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1407870631735328902562,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15885135,2547053478884997597084.07783617920821737969944817623416501445,-4472.55174103513244003056514826835569521834909894341199606527,True,4472.551741035132440030565148,True,True,True,True
0xcf5c11911000144dceefa8694f742386c8d1ff7b5956bf1fdadbd00839630faa,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25423845,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,409965555825430291715,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15891394,676797033937802220687.844024175177265886757366116856686602303,-3942.56275858463342218372096071768643780453025735964520639610,True,3942.562758584633422183720961,True,True,True,True
0x7961aa5597dde8ffbcc92881c237743f70ece4e1498df5d1a9a829fca9b431f6,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25424380,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,607370760724382035957,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15891929,1013112910254219126251.90260977053491234862778613635949740362,-4004.90552852618107370252159012637992461144047363534011336190,True,4004.905528526181073702521590,True,True,True,True
0xe389546ecc142156de6df903f367c71dc145fca6e17ea6c135d18e1cd74007d3,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25486482,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,1932141113860490021903,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,15954031,3092128512356235103726.48137845269624736122509250287978111698,-3751.42040138500659523228365518365750218790171735141494119601,True,3751.420401385006595232283655,True,True,True,True
0xee7d74fc9044f3ca02ca48f3c73a81cd7b2080adef1a36d3bb566a223d7c0ec2,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25608224,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,4807724691465434054387,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,16075773,7326647341792224320584.90447502219834146115233689416157775059,-3438.02906406932142014034077288057384735490015223591961315356,True,3438.029064069321420140340773,True,True,True,True
0x4c23fc69399b553cf9f1e3be2e34cfe859425ce030ea0f20aa6d98c121627180,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25611100,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,8475887482275383924743,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,16078649,14651454528249194841774.8401527321710218146039001806874106416,-4214.98564123228574581890815248957300574574829338744259513661,True,4214.985641232285745818908152,True,True,True,True
0xf6fedf6ace021b9158edbcf9f165286ae8efb436db6437ca0000f18413f4e5b0,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25611345,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,6507714126274185387821,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,16078894,12397908355371433989491.9296996652988700730410425219476980310,-4750.95803280825418883124151896246516468952812156912149063407,True,4750.958032808254188831241519,True,True,True,True
0xea008cf840063d2f989091438ed9ca382fb6d39db6fd70857f8cbc215abe41c7,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,25746898,0x39b38686a19836ac10162c490e4558e120cbbe5f,0x Settler,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250750,False,265140084405524656115,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,16214447,426185717703781168552.330700194570415472331508384942275590521,-3778.76654726826612082448246188531952450659976707544469313025,True,3778.766547268266120824482462,True,True,True,True
