token,n_competing_pools,n_with_any_swap,n_with_known_infra_flow,n_with_router_like_flow_t5,min_fee,max_fee,fee_spread,lowest_fee_pool_success,lowest_fee_pool_volume_share,winner_fee,winner_fee_rank,winner_deployment_rank,winner_fee_minus_min_fee,n_distinct_senders,n_known_infra_senders,n_router_like_senders_t5,fire_cohort_pools
0x9a763df05b6decb16f7aaa3d565d8f376254d69e,10,9,6,9,100000,990001,890001,True,0.484375,100000,1,10,0,24,4,21,1
0xa282ae4a5980dd102c39895462399155268be7df,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x0de218539d5cda5ec320676b664ce589ef241021,3,0,0,0,870000,990001,120001,False,,,,,,0,0,0,0
0x7ff8d6ee42626182a9769fc4cc085006442b1093,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0xea275a26f2169121a3c75a65f52320b7c0b38197,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x204439f99c994d74452c1c9154c05ef753f12ae4,2,0,0,0,870000,890000,20000,False,,,,,,0,0,0,0
0xa5b3c0b62c2bec72b7089145d2355c5df6da7777,2,1,0,1,843690,890000,46310,False,0.0,890000,2,1,46310,2,0,2,0
0xd7240df2c5c60fa62277328f44b00125f485da02,12,9,1,9,250000,990002,740002,False,0.0,660000,5,10,410000,8,1,7,0
0x139c6bf37de019716d388997895990a7c232c70f,2,0,0,0,843690,870000,26310,False,,,,,,0,0,0,0
0xe88af4f3dab9668922c3e5b8ee57ba5257e99e0f,30,26,20,26,500000,999001,499001,True,0.109375,750000,10,3,250000,16,4,16,0
0xc498dd0c2fa3f179de944fc6a8413d3432c914c9,2,0,0,0,870000,890000,20000,False,,,,,,0,0,0,0
0xbba7dde5d502d482f5d4b443b347d9c114d84571,1,0,0,0,870000,870000,0,False,,,,,,0,0,0,0
0xf6936a85fa17fb4d3cd521dc47aae2f268b68d1e,3,0,0,0,870000,999780,129780,False,,,,,,0,0,0,0
0x8fd3ba5d638107fd4f0ce59ef036a158569dd474,11,5,3,5,199900,999780,799880,True,0.2875,200000,2,8,100,9,2,9,0
0xf1cf81264103ee83b31cdf2d352f2f1bdcd05952,6,2,2,2,850000,999780,149780,False,0.0,890000,4,1,40000,2,1,2,0
0x113cfce15eb91465dde44e7805af1f9c93941487,4,1,1,1,870000,990000,120000,True,1.0,870000,1,3,0,1,1,1,0
0x9c1ddfa20aba4d4bf59e454596efdde629d77777,1,0,0,0,999780,999780,0,False,,,,,,0,0,0,0
0x1f2e3dd9b224505d4e65485100a27c8c08238b07,2,0,0,0,870000,999780,129780,False,,,,,,0,0,0,0
0x21c7aef5d94dbdb129b8c25de1b208c7191420ef,1,0,0,0,999780,999780,0,False,,,,,,0,0,0,0
0x7168563b0e70124f0c7c0cf2f13a8d1861baf4a5,35,27,27,27,100000,990000,890000,True,0.04671115347950429,440000,5,7,340000,47,6,45,8
0x2711aa54ab08f448826a0d93ed4c043189827777,2,2,1,2,100000,811000,711000,True,0.5,100000,1,1,0,8,2,7,0
0xa599191cb70e6129b9e6a12e2eeac4b845f125fb,1,0,0,0,999780,999780,0,False,,,,,,0,0,0,0
0x03f35144a06fbd1c3bd25f9cce7cea4a46dbcf53,5,0,0,0,870000,999999,129999,False,,,,,,0,0,0,0
0x41af7e794dee45eefab49b6c387eac9368d69c4d,12,10,8,10,100000,980120,880120,True,0.024096385542168676,800000,6,3,700000,14,3,14,4
0xdc5c7b878d7c35beebaab44eb766fa5c91b690be,8,5,5,5,200000,990001,790001,True,0.65,200000,1,4,0,5,2,5,0
0xfd019f313df1bdc90943165fded044d678e6ee57,5,0,0,0,850000,999881,149881,False,,,,,,0,0,0,1
0xc1dc86222229e2465366bf5dcbb5fa04f634b915,5,0,0,0,850000,999881,149881,False,,,,,,0,0,0,0
0xaa4b6a79df257e50e0079cd812a92262ee3951b0,22,14,14,14,100000,998000,898000,True,0.11764705882352941,290000,2,1,190000,30,4,27,3
0xfb20d9b10c9515cae5573f4e431011e8faec41f9,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0xad9cbffbe2801856f21d68efbb4cbf8d16870ddc,3,1,0,1,890000,999881,109881,True,1.0,890000,1,1,0,1,0,1,0
0xa8afd29a87bc2dc473df098bd9f2e34a7145dfe5,6,5,3,5,700000,980000,280000,True,0.34210526315789475,700000,1,4,0,9,2,8,4
0xad1c032e6d412e91cd316df72200d481271580f1,2,1,0,1,890000,890090,90,True,1.0,890000,1,1,0,1,0,1,0
0xf298fe6d1be3c802909a72fdf660c76b405eaced,2,2,0,2,890000,890090,90,True,0.5,890000,1,1,0,2,0,2,0
0xfe55d8d5b674e2f384355c5ee6651a36ee7550c9,1,0,0,0,870000,870000,0,False,,,,,,0,0,0,0
0x8c3cc047c14355affb399af752691066979f6e92,2,0,0,0,870000,999881,129881,False,,,,,,0,0,0,0
0xa184d8dbaf6f16d37d749436940053fe7e1c04fb,2,0,0,0,880000,900000,20000,False,,,,,,0,0,0,0
0xdee38ca503c521c708d5ff2da5ded9f9194815a6,2,0,0,0,870000,999881,129881,False,,,,,,0,0,0,0
0x090c9502855ca460eb1b1ab125b09b074fa36036,3,1,0,1,870000,893210,23210,False,0.0,890000,2,3,20000,1,0,1,0
0x6f57ade9da0131811d2bf283f8412f119e895a7c,2,0,0,0,870000,890000,20000,False,,,,,,0,0,0,0
0xa910e213733968f645e532e1fee437651db3f043,5,4,4,4,100000,999881,899881,True,0.9061224489795918,100000,1,3,0,11,3,11,1
0xdb18d3670c06198b1869f25e3df777af82c80d8e,6,3,3,3,300000,990002,690002,True,0.7,300000,1,3,0,7,2,7,3
0xfa2d2b87cf01f3a43536eca80cc79178ba791f57,6,5,4,5,850000,999881,149881,True,0.17647058823529413,920000,3,2,70000,5,2,5,1
0x7e8a3c27331e200367c0ab7b07fac9e9c6298dc8,1,0,0,0,893210,893210,0,False,,,,,,0,0,0,0
0xaa614d5e74b8aa72d9c2a77124ceb780348c2dcc,13,10,8,10,500000,999999,499999,True,0.5942028985507246,500000,1,6,0,14,4,14,0
0x2286397228be256529be1ae9ed8d7d16549e9c6a,10,5,3,5,110000,998000,888000,True,0.26153846153846155,150000,2,5,40000,12,2,12,0
0x7ef1c549c3f171560d7ae94c8d3bb43983692ba3,4,2,0,2,850000,990002,140002,False,0.0,890000,2,1,40000,2,0,2,2
0xcb8e393b8a982ad10a4fef14999ad3fbf87e0b70,7,5,4,5,170000,999881,829881,True,0.15517241379310345,770000,5,1,600000,15,3,15,0
0xdbb3074be9b5309083a5b801abadb08fae0a6268,14,10,9,10,200000,999700,799700,True,0.08733624454148471,320000,2,4,120000,26,5,25,1
0x552642c78b41279e0a2a792382b3f3d8138c5343,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x654eabd3cdfcfeaa5e8b60d67fdc2446416b727a,2,0,0,0,800000,890000,90000,False,,,,,,0,0,0,0
0x3835a9324f6066f6fb89ba6cbe64c35d16dbdef0,2,0,0,0,870000,890000,20000,False,,,,,,0,0,0,0
0xb404ae7074e3fd022dfffc95fc0d27bdf7040e29,8,3,1,2,800000,999000,199000,True,0.8333333333333334,800000,1,3,0,5,3,4,2
0x43eea882b845a8493152ebc55cf30ae9281b02d5,17,9,9,9,200000,999999,799999,True,0.13725490196078433,500000,4,4,300000,34,6,34,12
0xf21b96c69be166b4556192dffedeb2438fbecafb,9,7,3,7,500000,999001,499001,True,0.17391304347826086,880000,2,1,380000,7,2,7,3
0x6168e9f8feacbbf6ce639dab8c5e1dc1ed2d29ba,2,0,0,0,893210,999881,106671,False,,,,,,0,0,0,0
0x626ed9ac519c4141cb21c86ab535c551402e4958,29,26,20,26,490000,999700,509700,True,0.010273972602739725,500000,2,14,10000,23,4,22,0
0xecfc490c18e2db33f4f09fc6e2008cb1fbbe5b07,2,0,0,0,893210,999881,106671,False,,,,,,0,0,0,0
0x3d02dba59d1fcb14fa75973e1e3b5256f3b17dcf,16,11,8,11,350000,999999,649999,True,0.013888888888888888,500000,3,13,150000,12,2,12,4
0x4075d497970754b5561762255ce2b7588390dd53,17,12,12,12,500000,999500,499500,True,0.23170731707317074,500000,1,13,0,10,2,10,0
0x8821fd7618a33f94bb67b8517cb8c234282def50,10,5,1,5,200000,991000,791000,True,0.8461538461538461,200000,1,8,0,25,3,23,0
0x79e09d374aff09886ff2b7ffe95589d61606b947,3,0,0,0,849870,999881,150011,False,,,,,,0,0,0,0
0xa5085537fa4870677dfc16b92f886853eb7d2b6f,3,2,0,2,850000,990001,140001,True,0.3333333333333333,870000,2,2,20000,1,0,1,2
0x505d5c9e0b5a246e875dd4b028ad229f6ad0ccb7,3,0,0,0,849870,999881,150011,False,,,,,,0,0,0,0
0x5343f26db4497158ca92537ee84dde32e07acb07,2,1,0,1,849870,999881,150011,False,0.0,999881,2,1,150011,1,0,1,0
0x7fe995a80075df3dc8ae11a9b82c7fe4202cd87f,13,10,5,10,500000,999881,499881,True,0.012195121951219513,849870,6,3,349870,17,4,17,0
0xf4155c520926a7620a3be3c9fd5e23d32a2a3178,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x175cb3b269642852c15e1457412a50d56440c806,9,2,1,2,200000,999881,799881,True,0.2,990010,7,3,790010,4,1,4,0
0x8d180d38580b5381576c27abd049f733d37f7401,4,0,0,0,989900,999999,10099,False,,,,,,0,0,0,0
0xc1ca8c65e61a72be9de8c0814303c16053e6c8b2,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x902865d2099939323fdf47dabf10a0c39d04b6df,2,0,0,0,870000,999881,129881,False,,,,,,0,0,0,0
0xd15dfefeabab7fae9c2d187f3caf69e282382b07,3,1,0,1,849870,999881,150011,False,0.0,999881,3,2,150011,1,0,1,0
0x9a25d48942c335a6e6067a3c75ab9550eaae42cf,4,0,0,0,849870,999881,150011,False,,,,,,0,0,0,0
0x20252e8e73c5346f7e7325deadc0de963f04a3bd,4,4,3,4,820000,999881,179881,True,0.375,820000,1,4,0,5,2,5,0
0xeffb7652f53b5f121c810cc801af889dd4491e18,11,3,3,3,200000,998834,798834,True,0.6027397260273972,200000,1,6,0,14,4,14,0
0x01676bff4020aa6cdfe3465f4ad6fcef23594ba3,5,1,1,1,700000,999881,299881,True,1.0,700000,1,4,0,1,1,1,3
0x6189fb627f7dfb4c275483cf59ef030d0534b7d5,1,0,0,0,890000,890000,0,False,,,,,,0,0,0,0
0x375bf87d780563d34d2252bc1f106e7da52d1ba3,10,6,6,6,330000,990001,660001,True,0.5,330000,1,5,0,9,4,9,4
0xa206800625e3e5512818a750a3be3de6273bf282,2,0,0,0,850001,890000,39999,False,,,,,,0,0,0,0
0x6637e0868b52ca3c8aa8ab954bfadd6a19aaa4ea,12,9,7,9,500000,999999,499999,True,0.11764705882352941,800000,2,3,300000,9,3,9,0
0x6e56736a1adff9919ff821037e4e34808a18fb07,2,1,0,1,849870,999881,150011,False,0.0,999881,2,1,150011,1,0,1,0
0xe0b67dbe87654983022d69d3488770a2dc82ab07,3,1,0,1,843690,999881,156191,False,0.0,860000,2,1,16310,1,0,1,0
0x237c79c93c3eb8c61a2a2a7465a851b0381b8ba3,49,32,27,32,100000,999798,899798,True,0.8256819693945442,100000,1,23,0,64,6,56,3
0xcb47e78bbdc681d9ec65386d77e5d4e6b1f4f63f,12,9,6,9,500000,999999,499999,True,0.1,800000,2,3,300000,11,3,11,0
0x391c1dc7c6dc93b4fa9cd84016446b4fc159e76a,18,11,9,11,500000,999890,499890,True,0.5,500000,1,1,0,9,4,9,0
0x69952ecda37d4699c5c06d44e2da51f879c55093,13,10,9,10,707110,999881,292771,False,0.0,800000,3,6,92890,6,2,6,0
0x4924cac7fc203f87b5d7dc97ebd782010c4a68dc,2,2,0,2,888000,998485,110485,True,0.5,998485,2,1,110485,3,0,3,0
0x206eb8a5afbd0adefb4efae0d1db585c559ab684,17,13,10,13,500000,999881,499881,True,0.05714285714285714,870000,5,1,370000,12,3,12,0
0xc098a4065d16d27ccad33cc527309a487f2bd28b,5,4,1,4,807110,999134,192024,True,0.23076923076923078,890000,3,1,82890,4,1,4,1
0x078aa48d2ccf0eadad8bb3e5e7a8978fb74e3188,2,2,0,2,853690,999881,146191,True,0.5,999881,2,1,146191,3,0,3,0
0x9d783133a3ff9ba27fa1605547368cf9a316341e,12,5,4,5,200000,999991,799991,True,0.8543689320388349,200000,1,4,0,19,3,19,2
0x6f572e8020247324d7b9dc15c297a32e4187df1c,17,10,7,10,100000,990002,890002,True,0.21505376344086022,440000,8,5,340000,23,4,22,0
0x9d650eb4bc9df77c11a9cda04ca134290cdbffd2,1,0,0,0,843690,843690,0,False,,,,,,0,0,0,0
0xd8b9ac9c421bfe8523a7d0bf624fbfd6f74ba1b2,1,0,0,0,997980,997980,0,False,,,,,,0,0,0,0
0x0a38baa1f7a361a4120ac67debc911c26b7023a3,1,0,0,0,998805,998805,0,False,,,,,,0,0,0,0
0x53db64dfff64918ffd7c706c9b78a2d627cc0576,17,7,6,7,250000,999881,749881,True,0.1956521739130435,750000,2,5,500000,14,4,13,0
0x6ab49d5fc12ac3d411eb62c9525025f6c9da168a,2,0,0,0,843690,999881,156191,False,,,,,,0,0,0,0
0x3648afb49438bfe5bcffdabd64dc4e8b40a9fcfb,3,1,1,1,843690,999881,156191,True,1.0,843690,1,2,0,1,1,1,0
0xc2925edae82222e42f8ecce31cfdd74540f97777,1,0,0,0,800000,800000,0,False,,,,,,0,0,0,0
0x15faa03034e3119231e1b0669cbddc27c24b788e,2,0,0,0,998906,999881,975,False,,,,,,0,0,0,0
0xf436dcd2d146a28e6ad36cba6620ba1cbf40730a,2,0,0,0,800000,998485,198485,False,,,,,,0,0,0,0
0x07edf3ccee0275f8453001a199f96b78fd727a93,1,0,0,0,999134,999134,0,False,,,,,,0,0,0,0
0x69984ad3322300039f2855f81c44dbc532efe744,11,6,5,6,300000,999999,699999,True,0.4796747967479675,300000,1,9,0,25,4,23,1
0xa81178c050c7fdbd87cab4bc101ae0eeac73bb07,1,0,0,0,999881,999881,0,False,,,,,,0,0,0,0
0x48a949bb2a1a1868d489fdf968676d8e4ea7db14,3,0,0,0,843690,999881,156191,False,,,,,,0,0,0,0
0x484527e7eee63b135f06afe0dc5062c0f85ef6eb,2,1,1,1,843690,999881,156191,True,1.0,843690,1,2,0,1,1,1,0
0xdc1df4a7ecdca0cb40d123660b69e00ac446947d,11,3,2,3,110000,999881,889881,False,0.0,998648,10,1,888648,5,1,4,1
0x883cf3f4f2c062b377c9f807582e0fa40eab759d,3,1,1,1,843690,999881,156191,False,0.0,999123,2,1,155433,1,1,1,0
0x40f299c6eb520c9a2edc5224656edf27736de940,3,0,0,0,870000,999881,129881,False,,,,,,0,0,0,0
0x0e7be18016c6dc17a55f0e7ba20c0a20b39c4b07,3,0,0,0,870000,999999,129999,False,,,,,,0,0,0,0
0x76b2e364e8c2845b50ba33c306c0a8167a44e87e,2,0,0,0,870000,999881,129881,False,,,,,,0,0,0,0
0xc927bac0178b137067860f4305d81e16e2be4769,3,0,0,0,870000,999334,129334,False,,,,,,0,0,0,0
0x868f5f475dae2ff709d3719fbe515148aabd9252,14,11,8,11,650000,998999,348999,False,0.0,700000,2,3,50000,6,2,6,3
0x9d60eab8166aa8dddd889a6f97104ce9dcbb2e77,13,10,8,10,800000,999993,199993,True,0.5283018867924528,800000,1,6,0,10,3,7,0
0x0674ff0df2c659b5f0aec072c40b555189fb4721,6,6,5,6,100000,900000,800000,True,0.8478964401294499,100000,1,3,0,22,4,22,0
0x2983ab1bbd1ac357f66018e573cb77bd9ca77ece,4,0,0,0,843690,999910,156220,False,,,,,,0,0,0,0
0x13e19a5c7a9974a6a8674ef9d106b71d9c14b33d,11,3,3,3,430000,998446,568446,True,0.21428571428571427,998446,11,1,568446,5,2,5,0
0x3c8b664a95cc7969e8da842e343bb091a8ebc13e,5,2,1,2,843690,999910,156220,True,0.5,843690,1,3,0,2,1,2,0
0x2cb42b4a62f9680fc0d3c16c46cf4cf40d738c42,1,0,0,0,870000,870000,0,False,,,,,,0,0,0,0
0xb994b715402bfc702c31a412f263b6b76041231d,2,0,0,0,987650,999068,11418,False,,,,,,0,0,0,0
0xda6685f9cd1eb491fe882041442535ebb241fd73,10,8,3,8,200000,999881,799881,True,0.7954545454545454,200000,1,7,0,5,2,5,0
0xaba6604cf7cedb2c2fffd194119f976f26d6e51a,12,10,7,10,500000,990002,490002,True,0.05714285714285714,777770,4,3,277770,14,4,14,0
0xc6801322091aba3f5affc2f6a39e113046ca426d,1,0,0,0,800000,800000,0,False,,,,,,0,0,0,0
0x30c9c51e06faa8cc71e4c101a69a9ed8d01ee91a,14,10,5,10,500000,970090,470090,True,0.022222222222222223,900000,6,1,400000,21,4,21,0
0xa3b9120593c93169e36a0cdea1324584b745e03f,11,8,6,8,500000,999910,499910,True,0.475,500000,1,5,0,10,3,10,0
0x807f574ba1a79c357bece49a6e9b5dca24f3eeac,12,9,5,9,200000,999999,799999,True,0.14953271028037382,500000,2,8,300000,18,5,18,3
0x53f98fb02ce68ab3c1302d43124ef9d45af86382,1,0,0,0,950000,950000,0,False,,,,,,0,0,0,0
0xc08618db5102e6147e1252b73f8a16ebd896853f,13,9,8,9,699000,999990,300990,True,0.06,900000,7,1,201000,5,2,5,0
0x59d1f3686c79ffa20c96dfa5743f0f28deadca84,11,10,9,10,480000,999090,519090,True,0.15,500000,2,9,20000,12,3,12,0
0x647dd517c8820fc9874e1a3f58e6e0b9a43395c0,14,11,11,11,100000,999910,899910,True,0.26339285714285715,100000,1,8,0,22,3,21,0
0xbc3097d585d383c8c864f675b337f8f4d6b8c77d,5,0,0,0,870000,999910,129910,False,,,,,,0,0,0,0
0xe2a7eaa63fe852211f70292ec33c950215fa90f9,1,0,0,0,999910,999910,0,False,,,,,,0,0,0,0
0x75bb7300577a72c0ef8b88fdcb1c1bff848f9ab6,2,0,0,0,990010,999910,9900,False,,,,,,0,0,0,0
0x016064e34b2f1c6db6992b151f0d4a9e0ffb2444,5,0,0,0,860000,999910,139910,False,,,,,,0,0,0,0
0xedc62851ef24928d934024f69bb073a305090663,11,10,10,10,100000,999910,899910,True,0.6832298136645962,100000,1,10,0,36,5,34,0
0xc3290a030028fd054f4934245584160b12990fa5,4,0,0,0,987650,999910,12260,False,,,,,,0,0,0,0
0x9a762321404a88964effd9ac7d519f7e10357daf,3,0,0,0,990010,999910,9900,False,,,,,,0,0,0,0
0xab5dd28dc49d23f270d7085ea54ab250c917036b,5,1,0,1,909990,999910,89920,True,1.0,909990,1,4,0,1,0,1,0
0x8cb1029d7ccab2093a2279c59d7763f3fbaa19a4,4,0,0,0,880000,998834,118834,False,,,,,,0,0,0,0
0xa5a157aa45364d46c78de8f920db0a3a1f7d7ef1,7,3,0,3,110000,999910,889910,False,0.0,998831,6,4,888831,1,0,1,0
0xa2581717637f771a0367ac30054be181a6f887e3,2,0,0,0,990010,999910,9900,False,,,,,,0,0,0,0
0x839b148bc2d95710b8a642378abe01f8807b4da1,3,0,0,0,987650,999910,12260,False,,,,,,0,0,0,0
0x57d04041f6e34e9705c832211b024914451d7951,5,1,1,1,987650,999999,12349,False,0.0,999910,4,2,12260,1,1,1,0
0x551072326b53de317065d7be446a222c0b94e9c4,4,0,0,0,987650,999910,12260,False,,,,,,0,0,0,0
0x617da8fd86b5c21763f1defbafd56695b72efba7,3,1,0,0,880000,999334,119334,False,,,,,,1,0,0,0
0xcd9abfead72f72b26f9de9e7084e1a7cde28af5c,2,0,0,0,987650,999417,11767,False,,,,,,0,0,0,0
0x6be14c103e7e9989f7fd464d1f74ff290106db11,4,1,1,1,800000,999910,199910,False,0.0,999910,4,1,199910,1,1,1,0
0x5115b6c7dc1da0697064c8ae0e70d15773d09bbc,1,0,0,0,999910,999910,0,False,,,,,,0,0,0,0
0xcc49d325cfe2cda7760e33de0627c96532c99f8e,5,1,0,1,858500,999910,141410,True,1.0,858500,1,5,0,1,0,1,0
0x41a3ae7655f0568a61fec519475ebf060597e544,12,7,7,7,300000,999910,699910,False,0.0,998834,11,2,698834,5,2,5,0
0x1d11112ce84076ce94566a0a7dbb0611afeb7777,1,1,0,1,998000,998000,0,True,1.0,998000,1,1,0,1,0,1,0
0x0f0fa13abcd57c93a471c4437ac6750e322a172a,4,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0xebf4b965df18a64a2b3126fc94ba4ba00d463af9,5,1,0,0,840000,999910,159910,False,,,,,,1,0,0,0
0x3ae51a2cdace2479e5fd03f002acb63ec2e07777,2,0,0,0,990020,998000,7980,False,,,,,,0,0,0,0
0xd49f58fa48d747b4d6644c8960402aa852633718,5,2,2,2,976540,999910,23370,True,0.5,998834,4,3,22294,1,1,1,0
0x68a83adef798c634cf6ebad3559c5aa982ca9888,2,0,0,0,998000,999910,1910,False,,,,,,0,0,0,0
0xa5028ffe480e70a620da84686f0c7aa0e879f2c2,6,2,1,2,510000,999910,489910,True,0.6,510000,1,6,0,3,1,3,0
0x452edfdfccbd81e0ce6536034841ef516dc7427e,5,1,0,1,840000,999910,159910,False,0.0,999068,4,3,159068,1,0,1,0
0xd2a577e92438fd0c1f2485f4fb91b9f866eb1e6c,3,0,0,0,970030,999223,29193,False,,,,,,0,0,0,0
0xc8ebf8b8c03dfd20ba700994a30e673fdcaa52ac,3,1,0,1,998000,999910,1910,False,0.0,998834,2,3,834,1,0,1,0
0x47b0a9706bcfdc6abbadbb9112bc08c578a86200,3,0,0,0,998000,999910,1910,False,,,,,,0,0,0,0
0x97f1bff87890a7ef1531d2b19c4137782aefcf53,5,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x1c4455171246018f84692a0190005318dd71238b,4,1,0,1,976540,999910,23370,False,0.0,998000,2,1,21460,1,0,1,0
0x97117533cb61538a1a93b20428655889fb000cb6,4,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x5019498686630f50ef2bf50f6613d8bedcd8e2fb,3,0,0,0,976540,999474,22934,False,,,,,,0,0,0,0
0x2c7e0abb103fbfa79ceeb612e2718d5f15701e18,8,4,3,4,749000,999172,250172,False,0.0,770000,3,5,21000,7,2,7,0
0x950e9f3f38da45ae5265ed759c61fa8f2b321730,1,0,0,0,998000,998000,0,False,,,,,,0,0,0,0
0xd6ea3e349277458b71c96215ed8d3a2d30f8b1d3,7,3,3,3,900000,999910,99910,False,0.0,998446,5,2,98446,3,2,3,0
0x6a59fd6429c323c649ca5220649a43c8e9d248a8,2,0,0,0,998000,999910,1910,False,,,,,,0,0,0,0
0x5ecb8d3cc8219258b932315219c216949af75b03,1,0,0,0,998000,998000,0,False,,,,,,0,0,0,0
0xd981ed1e59244105b037334a937a83d695ab1e18,17,12,12,12,100000,999808,899808,True,0.2001312335958005,200000,3,7,100000,32,5,32,0
0x30f962ca937655138708e4188f116bbd5cbb1e18,6,0,0,0,799000,999223,200223,False,,,,,,0,0,0,0
0x684791626a76d475ad14ed2cd9d0c228cf264663,13,8,7,8,420000,999910,579910,True,0.25,420000,1,10,0,14,2,12,0
0xf79a23adf31bc6e20d16167d15e73d8f0c381e18,5,0,0,0,500000,999334,499334,False,,,,,,0,0,0,0
0xef4c7a95d8b6570381a7607d9334f88f7eca4663,10,4,1,4,500000,999910,499910,True,0.16666666666666666,998504,9,2,498504,4,1,4,0
0x3af104fd522ca599ea94d9a1817316b60a7b26bd,1,0,0,0,976540,976540,0,False,,,,,,0,0,0,0
0xf6a4b3a27467be2c9f4b237e5f9b7d90eeb1592b,13,9,6,9,100000,998000,898000,True,0.16842105263157894,200000,2,7,100000,20,4,20,1
0x994193959d20a4cad37f599793c021e6a7ae5d0c,3,0,0,0,990060,999910,9850,False,,,,,,0,0,0,0
0x51867d2f8fcd9e5de4d0f9c8c7e5beeb030c5870,2,0,0,0,998000,999910,1910,False,,,,,,0,0,0,0
0xc4ba0ad2490a2b43b18ba7dd7eabde9a1ae44663,7,1,1,1,880000,999910,119910,True,1.0,880000,1,2,0,3,2,3,0
0xf90e1d129d4466d408fe73d8f2a0a72fbe851335,5,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x6ff6cc746cfdb6b2d7f78c08ea445441827ec830,2,0,0,0,870000,900000,30000,False,,,,,,0,0,0,0
0x197a812a7ab5ad6a2ce0d097dc0790e828668102,4,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x02209ba5fa36cd4a41da1afd4deff626429281bb,1,0,0,0,976540,976540,0,False,,,,,,0,0,0,0
0xb161bcf74f4c20775bb8ad6ac721005c631fae94,1,0,0,0,998000,998000,0,False,,,,,,0,0,0,0
0xe50744ed10203d3431442fbc06a0429231b413a4,2,1,0,0,998409,999910,1501,False,,,,,,1,0,0,0
0x6f67268a3a8c6a59ab89863728ba37d633602ba3,1,0,0,0,976540,976540,0,False,,,,,,0,0,0,0
0x5acb54868d292443cafc3ce88496589f6b4f1e18,16,13,13,13,100000,998773,898773,True,0.602112676056338,100000,1,16,0,48,6,44,3
0x4c55a936e9bb8578e6d0bbf6640f3f5a61368d02,6,0,0,0,870000,999910,129910,False,,,,,,0,0,0,0
0xd1a9ea2d3b941dca0ce6b71a39abbbb69c9238ed,5,1,0,1,790000,999990,209990,True,1.0,790000,1,4,0,1,0,1,0
0x7dbcdcab456127349ea8c7c41123b17de23a8041,3,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x0fa95297d9454c8dd71927fba89b26445f557c4c,3,1,1,1,977770,998000,20230,False,0.0,998000,2,2,20230,1,1,1,0
0x04198dda2a209feda0886f899e528e66be385ba3,7,1,1,1,850000,999027,149027,False,0.0,900000,2,6,50000,3,1,3,0
0x259897a3eb47bd4177c280f366c0cbe12952eb10,1,0,0,0,900000,900000,0,False,,,,,,0,0,0,0
0xfce9a15ab0decd9a3bfc4958b5a2064e59e0eb4f,3,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0xec01358ba4820a5c9809b4c28f9e24d430bc2ba3,5,2,1,2,976540,999423,22883,True,0.6666666666666666,976540,1,1,0,2,1,2,0
0x5402238105ba87f0ace410bb508075e66db56f94,1,1,1,1,998000,998000,0,True,1.0,998000,1,1,0,3,1,3,0
0x03caf32007203c4459e2e17423af9a2503f992a2,1,0,0,0,999910,999910,0,False,,,,,,0,0,0,0
0x4b5d33127eaf4248fa4ecb8d758e6c07828d2ba3,11,5,2,5,500000,999334,499334,True,0.21428571428571427,850000,5,5,350000,8,2,8,0
0xf8e5dfdc01100529edb7e8f296ba6225c993a353,7,5,1,5,660600,999331,338731,False,0.0,900000,4,5,239400,11,1,10,0
0x8cae1f1d7517331907c5d4d6bd74835c7b68c1a2,14,8,8,8,100000,999115,899115,True,0.3818984547461369,250000,2,11,150000,41,4,35,0
0x3a1b7ed7f81be3bb9762980dc3444e04f3696525,3,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x44f6d70d3287c0a9db8dea76a568202c6b86fb5a,5,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x6ea75e2cb1abd91da3f596acb2058fe294521ba3,10,1,1,1,400000,999408,599408,False,0.0,500000,3,6,100000,4,1,3,0
0x48638a6814a124780e9f429c72c05464b53840e4,1,0,0,0,999910,999910,0,False,,,,,,0,0,0,0
0x5cf8c6aa444d2423aad00aa49321bf2f735f7ba3,14,6,3,6,500000,998834,498834,False,0.0,600000,2,3,100000,9,3,9,0
0x3e917266891fac7eb0b51da181ace4a07a68fba3,7,0,0,0,701100,998406,297306,False,,,,,,0,0,0,0
0xe2b390a0adb9c43160082cd23931a2105ae0cba3,5,2,2,2,970000,999333,29333,False,0.0,999333,5,1,29333,1,1,1,0
0x62581e82ce5ed15d2297607c4ce577a7180e7ba3,1,0,0,0,800000,800000,0,False,,,,,,0,0,0,0
